,subj,roi,cond,depth,radius_band,accuracy,nVoxels
139,pnr328,V1_tgt_rh_rad10_filled_deveined,surround,superficial,0-2,0.27111111111111114,28.0
140,pnr328,V1_tgt_rh_rad10_filled_deveined,center,superficial,2-4,0.26,30.0
141,pnr328,V1_tgt_rh_rad10_filled_deveined,surround,superficial,2-4,0.2977777777777778,30.0
142,pnr328,V1_tgt_rh_rad10_filled_deveined,center,superficial,4-6,0.13555555555555557,30.0
143,pnr328,V1_tgt_rh_rad10_filled_deveined,surround,superficial,4-6,0.18666666666666668,30.0
144,pnr352,V1_tgt_lh_rad10_filled_deveined,center,deep,0-2,0.4033333333333333,21.0
145,pnr352,V1_tgt_lh_rad10_filled_deveined,surround,deep,0-2,0.3177777777777778,21.0
146,pnr352,V1_tgt_lh_rad10_filled_deveined,center,deep,2-4,0.45444444444444443,30.0
147,pnr352,V1_tgt_lh_rad10_filled_deveined,surround,deep,2-4,0.5333333333333333,30.0
148,pnr352,V1_tgt_lh_rad10_filled_deveined,center,deep,4-6,0.4322222222222222,30.0
149,pnr352,V1_tgt_lh_rad10_filled_deveined,surround,deep,4-6,0.5755555555555556,30.0
150,pnr352,V1_tgt_lh_rad10_filled_deveined,center,middle,0-2,0.38333333333333336,20.0
151,pnr352,V1_tgt_lh_rad10_filled_deveined,surround,middle,0-2,0.49111111111111116,20.0
152,pnr352,V1_tgt_lh_rad10_filled_deveined,center,middle,2-4,0.47111111111111115,30.0
153,pnr352,V1_tgt_lh_rad10_filled_deveined,surround,middle,2-4,0.47444444444444445,30.0
154,pnr352,V1_tgt_lh_rad10_filled_deveined,center,middle,4-6,0.44333333333333325,30.0
155,pnr352,V1_tgt_lh_rad10_filled_deveined,surround,middle,4-6,0.5255555555555556,30.0
156,pnr352,V1_tgt_lh_rad10_filled_deveined,center,superficial,0-2,0.39111111111111113,20.0
157,pnr352,V1_tgt_lh_rad10_filled_deveined,surround,superficial,0-2,0.5011111111111111,20.0
158,pnr352,V1_tgt_lh_rad10_filled_deveined,center,superficial,2-4,0.5066666666666666,30.0
159,pnr352,V1_tgt_lh_rad10_filled_deveined,surround,superficial,2-4,0.5555555555555556,30.0
160,pnr352,V1_tgt_lh_rad10_filled_deveined,center,superficial,4-6,0.6022222222222222,30.0
161,pnr352,V1_tgt_lh_rad10_filled_deveined,surround,superficial,4-6,0.7111111111111111,30.0
162,pnr352,V1_tgt_rh_rad10_filled_deveined,center,deep,0-2,0.4877777777777778,29.0
163,pnr352,V1_tgt_rh_rad10_filled_deveined,surround,deep,0-2,0.4777777777777777,29.0
164,pnr352,V1_tgt_rh_rad10_filled_deveined,center,deep,2-4,0.4988888888888889,30.0
165,pnr352,V1_tgt_rh_rad10_filled_deveined,surround,deep,2-4,0.5722222222222223,30.0
166,pnr352,V1_tgt_rh_rad10_filled_deveined,center,deep,4-6,0.47888888888888886,30.0
167,pnr352,V1_tgt_rh_rad10_filled_deveined,surround,deep,4-6,0.6155555555555555,30.0
168,pnr352,V1_tgt_rh_rad10_filled_deveined,center,middle,0-2,0.45555555555555555,29.0
169,pnr352,V1_tgt_rh_rad10_filled_deveined,surround,middle,0-2,0.5044444444444445,29.0
170,pnr352,V1_tgt_rh_rad10_filled_deveined,center,middle,2-4,0.4622222222222222,30.0
171,pnr352,V1_tgt_rh_rad10_filled_deveined,surround,middle,2-4,0.5044444444444445,30.0
172,pnr352,V1_tgt_rh_rad10_filled_deveined,center,middle,4-6,0.47555555555555545,30.0
173,pnr352,V1_tgt_rh_rad10_filled_deveined,surround,middle,4-6,0.5711111111111112,30.0
174,pnr352,V1_tgt_rh_rad10_filled_deveined,center,superficial,0-2,0.48999999999999994,28.0
175,pnr352,V1_tgt_rh_rad10_filled_deveined,surround,superficial,0-2,0.6044444444444446,28.0
176,pnr352,V1_tgt_rh_rad10_filled_deveined,center,superficial,2-4,0.5,30.0
177,pnr352,V1_tgt_rh_rad10_filled_deveined,surround,superficial,2-4,0.37,30.0
178,pnr352,V1_tgt_rh_rad10_filled_deveined,center,superficial,4-6,0.48,30.0
179,pnr352,V1_tgt_rh_rad10_filled_deveined,surround,superficial,4-6,0.5122222222222221,30.0
180,pnr495,V1_tgt_lh_rad10_filled_deveined,center,deep,0-2,0.13666666666666666,24.0
181,pnr495,V1_tgt_lh_rad10_filled_deveined,surround,deep,0-2,0.14777777777777779,24.0
182,pnr495,V1_tgt_lh_rad10_filled_deveined,center,deep,2-4,0.06222222222222222,30.0
183,pnr495,V1_tgt_lh_rad10_filled_deveined,surround,deep,2-4,0.021111111111111112,30.0
184,pnr495,V1_tgt_lh_rad10_filled_deveined,center,deep,4-6,0.061111111111111116,30.0
185,pnr495,V1_tgt_lh_rad10_filled_deveined,surround,deep,4-6,0.06444444444444444,30.0
186,pnr495,V1_tgt_lh_rad10_filled_deveined,center,middle,0-2,0.12444444444444444,24.0
187,pnr495,V1_tgt_lh_rad10_filled_deveined,surround,middle,0-2,0.2211111111111111,24.0
188,pnr495,V1_tgt_lh_rad10_filled_deveined,center,middle,2-4,0.10444444444444442,30.0
189,pnr495,V1_tgt_lh_rad10_filled_deveined,surround,middle,2-4,0.23222222222222225,30.0
190,pnr495,V1_tgt_lh_rad10_filled_deveined,center,middle,4-6,0.06222222222222222,30.0
191,pnr495,V1_tgt_lh_rad10_filled_deveined,surround,middle,4-6,0.14555555555555558,30.0
192,pnr495,V1_tgt_lh_rad10_filled_deveined,center,superficial,0-2,0.24000000000000005,23.0
193,pnr495,V1_tgt_lh_rad10_filled_deveined,surround,superficial,0-2,0.18777777777777777,23.0
194,pnr495,V1_tgt_lh_rad10_filled_deveined,center,superficial,2-4,0.36444444444444446,30.0
195,pnr495,V1_tgt_lh_rad10_filled_deveined,surround,superficial,2-4,0.19777777777777777,30.0
196,pnr495,V1_tgt_lh_rad10_filled_deveined,center,superficial,4-6,0.14555555555555558,30.0
197,pnr495,V1_tgt_lh_rad10_filled_deveined,surround,superficial,4-6,0.05333333333333332,30.0
198,pnr495,V1_tgt_rh_rad10_filled_deveined,center,deep,0-2,0.14333333333333334,30.0
199,pnr495,V1_tgt_rh_rad10_filled_deveined,surround,deep,0-2,0.12666666666666665,30.0
200,pnr495,V1_tgt_rh_rad10_filled_deveined,center,deep,2-4,0.29000000000000004,30.0
201,pnr495,V1_tgt_rh_rad10_filled_deveined,surround,deep,2-4,0.15666666666666668,30.0
202,pnr495,V1_tgt_rh_rad10_filled_deveined,center,deep,4-6,0.2188888888888889,30.0
203,pnr495,V1_tgt_rh_rad10_filled_deveined,surround,deep,4-6,0.20222222222222222,30.0
204,pnr495,V1_tgt_rh_rad10_filled_deveined,center,middle,0-2,0.33777777777777784,30.0
205,pnr495,V1_tgt_rh_rad10_filled_deveined,surround,middle,0-2,0.27555555555555555,30.0
206,pnr495,V1_tgt_rh_rad10_filled_deveined,center,middle,2-4,0.28222222222222226,30.0
207,pnr495,V1_tgt_rh_rad10_filled_deveined,surround,middle,2-4,0.3377777777777778,30.0
208,pnr495,V1_tgt_rh_rad10_filled_deveined,center,middle,4-6,0.23888888888888893,30.0
209,pnr495,V1_tgt_rh_rad10_filled_deveined,surround,middle,4-6,0.18777777777777777,30.0
210,pnr495,V1_tgt_rh_rad10_filled_deveined,center,superficial,0-2,0.3022222222222223,30.0
211,pnr495,V1_tgt_rh_rad10_filled_deveined,surround,superficial,0-2,0.23111111111111113,30.0
212,pnr495,V1_tgt_rh_rad10_filled_deveined,center,superficial,2-4,0.24888888888888888,30.0
213,pnr495,V1_tgt_rh_rad10_filled_deveined,surround,superficial,2-4,0.19999999999999998,30.0
214,pnr495,V1_tgt_rh_rad10_filled_deveined,center,superficial,4-6,0.08444444444444446,30.0
215,pnr495,V1_tgt_rh_rad10_filled_deveined,surround,superficial,4-6,0.042222222222222223,30.0
216,pnr510,V1_tgt_lh_rad10_filled_deveined,center,deep,0-2,0.2,30.0
217,pnr510,V1_tgt_lh_rad10_filled_deveined,surround,deep,0-2,0.45,30.0
218,pnr510,V1_tgt_lh_rad10_filled_deveined,center,deep,2-4,0.31444444444444447,30.0
219,pnr510,V1_tgt_lh_rad10_filled_deveined,surround,deep,2-4,0.3855555555555556,30.0
220,pnr510,V1_tgt_lh_rad10_filled_deveined,center,deep,4-6,0.18666666666666668,30.0
221,pnr510,V1_tgt_lh_rad10_filled_deveined,surround,deep,4-6,0.23888888888888887,30.0
222,pnr510,V1_tgt_lh_rad10_filled_deveined,center,middle,0-2,0.28444444444444444,30.0
223,pnr510,V1_tgt_lh_rad10_filled_deveined,surround,middle,0-2,0.33444444444444443,30.0
224,pnr510,V1_tgt_lh_rad10_filled_deveined,center,middle,2-4,0.21888888888888886,30.0
225,pnr510,V1_tgt_lh_rad10_filled_deveined,surround,middle,2-4,0.40555555555555556,30.0
226,pnr510,V1_tgt_lh_rad10_filled_deveined,center,middle,4-6,0.26222222222222225,30.0
227,pnr510,V1_tgt_lh_rad10_filled_deveined,surround,middle,4-6,0.3488888888888889,30.0
228,pnr510,V1_tgt_lh_rad10_filled_deveined,center,superficial,0-2,0.3288888888888889,30.0
229,pnr510,V1_tgt_lh_rad10_filled_deveined,surround,superficial,0-2,0.43888888888888894,30.0
230,pnr510,V1_tgt_lh_rad10_filled_deveined,center,superficial,2-4,0.29444444444444445,30.0
231,pnr510,V1_tgt_lh_rad10_filled_deveined,surround,superficial,2-4,0.43999999999999995,30.0
232,pnr510,V1_tgt_lh_rad10_filled_deveined,center,superficial,4-6,0.2933333333333334,30.0
233,pnr510,V1_tgt_lh_rad10_filled_deveined,surround,superficial,4-6,0.26222222222222225,30.0
234,pnr510,V1_tgt_rh_rad10_filled_deveined,center,deep,0-2,0.42000000000000004,17.0
235,pnr510,V1_tgt_rh_rad10_filled_deveined,surround,deep,0-2,0.4444444444444445,17.0
236,pnr510,V1_tgt_rh_rad10_filled_deveined,center,deep,2-4,0.47111111111111115,30.0
237,pnr510,V1_tgt_rh_rad10_filled_deveined,surround,deep,2-4,0.48999999999999994,30.0
238,pnr510,V1_tgt_rh_rad10_filled_deveined,center,deep,4-6,0.5444444444444445,30.0
239,pnr510,V1_tgt_rh_rad10_filled_deveined,surround,deep,4-6,0.42666666666666664,30.0
240,pnr510,V1_tgt_rh_rad10_filled_deveined,center,middle,0-2,0.45111111111111113,17.0
241,pnr510,V1_tgt_rh_rad10_filled_deveined,surround,middle,0-2,0.38555555555555554,17.0
242,pnr510,V1_tgt_rh_rad10_filled_deveined,center,middle,2-4,0.5733333333333334,30.0
243,pnr510,V1_tgt_rh_rad10_filled_deveined,surround,middle,2-4,0.4988888888888888,30.0
244,pnr510,V1_tgt_rh_rad10_filled_deveined,center,middle,4-6,0.48555555555555563,30.0
245,pnr510,V1_tgt_rh_rad10_filled_deveined,surround,middle,4-6,0.5955555555555556,30.0
246,pnr510,V1_tgt_rh_rad10_filled_deveined,center,superficial,0-2,0.4177777777777778,16.0
