x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,tgt_theta_first_half p-val,tgt_theta_second_half p-val,0,23,45,67,90,112,135,157,theta all,theta F,sur_theta p-val,0a,23a,45a,67a,90a,112a,135a,157a,theta first half all,theta first half F,sur_theta_first_half p-val,0b,23b,45b,67b,90b,112b,135b,157b,theta second half all,theta second half F,sur_theta_second_half p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,20.00,0.00,124.00,0.20356116,-0.03297995,0.23175858,0.52026999,0.23065245,0.24842434,0.61831087,4.50,0.66680946,0.47033364,0.22634136,-0.97905242,-0.23464325,0.84454817,0.63530582,0.33300391,-0.34482387,0.51919657,1.01443160,0.22349583,0.23432337,0.62845706,-1.05964482,-2.12335086,-0.49919766,-2.53426671,0.15762271,0.00903956,-0.40885195,0.82012671,-0.70481539,0.90596461,0.34176652,0.79694086,0.97537482,1.01303577,2.56169343,0.03250333,-1.36035705,0.91662425,0.12920794,0.63312793,1.54305053,0.21478641,-2.77648759,-1.25965750,0.80032837,1.22528684,0.27126443,-1.08980286,-0.35729539,2.92339039,-0.51980633,0.77249497,0.37968734,0.50010800,-0.83138609,0.93203568,0.82323241,-0.00451594,0.31022251,0.86741406,-0.75382507,-0.29253241,0.24376018,0.62162717,1.63231528,-1.15382981,0.08755098,2.31833959,-2.29225707,1.72816241,1.07398272,-1.41135824,-0.30854893,0.27996251,0.59685984,-1.41433525,-2.03861284,-0.62427741,11.02727413,0.00107652,-8.21062851,-7.75128174,0.45934701,0.42889148,0.00,0.00,
0.00,0.00,16.00,0.76,137.00,-0.11015858,0.53002447,-0.90406299,0.83025938,0.08651557,0.02441559,0.87586783,5.38,0.98606737,0.28502558,0.66175347,0.24066646,-0.00642039,0.22241320,2.22943282,1.21306479,-0.71135646,-0.88118440,-0.75401801,0.19407474,0.12347541,0.72537948,1.80388546,1.23997033,1.06520247,4.05205059,1.61174631,0.87849939,-0.03967585,-0.08995242,1.31521583,2.32398057,0.12818984,-0.04067027,-0.48872647,-0.31886369,1.11125422,0.36397338,-2.06734562,-0.97489858,0.16784050,-0.28092957,0.14709863,0.70149774,-0.35533738,4.07860327,-0.59520411,-0.29857463,0.12315388,-0.97489518,2.59499931,-0.71389490,-0.27383989,0.14944436,0.69916080,0.08544922,-0.34550583,-2.60944128,1.32497954,0.50833791,-1.81516254,-2.08530641,-2.26137853,-1.77212536,6.29342365,0.01229831,2.52111268,-0.79113501,-4.21843576,0.19976705,0.30354914,-3.05353975,1.54974222,3.16877651,-0.97410256,1.96447432,0.16138980,-1.06451774,-1.52698171,-0.46246395,6.47011518,0.01176651,-1.70472920,-0.09356618,1.61116302,3.92629218,0.00,0.00,
0.00,0.00,11.00,0.59,154.00,-0.01750689,0.15488371,1.23955202,0.61223799,0.49729171,1.11998034,0.29021211,4.57,0.46471139,0.49852211,0.70690801,1.30191779,0.44856215,0.50731379,0.39839429,0.79194045,0.32426360,0.85869390,-0.78221023,0.48110947,1.04485607,0.30697600,2.15966845,-0.03554918,0.06847517,2.23977518,1.17149174,1.42611897,0.80117965,-2.41014791,0.67762649,0.80190033,0.37106843,0.28778210,0.71930158,0.88793933,-1.06931841,0.54032785,-0.45267400,0.39007503,0.76154065,0.25812176,0.18256322,0.66937616,2.34962654,0.18192746,0.28621197,1.42311716,0.05220105,1.81788123,-1.12278795,-3.78875089,-0.50853783,0.72078264,0.39611925,1.89463687,3.03512526,4.67546654,-0.75244635,2.85066843,-1.91717982,-1.07308245,-0.02556989,0.59138215,0.99118775,0.31972717,0.36938021,-1.60778952,3.22175145,0.21797423,1.70437932,-1.70357573,-1.92753994,-0.40384385,-0.57574004,0.94604939,0.33099543,-0.73556042,-1.02907586,-0.29351541,2.81013346,0.09531521,0.94067770,1.25774908,0.31707135,0.17895225,1.50,0.74,
0.00,0.00,7.00,0.44,160.00,-0.88050479,-0.07429941,-1.12450528,-0.46759090,-0.63672507,2.24303150,0.13457499,4.14,0.12104957,0.54386049,0.13008169,-1.81849110,0.41077304,0.14057577,-0.63114768,-0.22252887,-0.13623814,-0.86952609,-1.92745709,-0.63175499,2.22706652,0.13596991,-2.72742558,0.96599913,0.15437879,-1.05342829,0.05060161,-0.11273248,0.34750775,-2.52495456,-0.61250669,0.89496511,0.34471078,-0.98544431,-0.31293774,-0.15821739,-0.31310517,-0.44675371,-0.32076234,-2.14964700,-1.46167827,-0.76856822,1.79559052,0.18089672,0.54214370,-0.16851196,0.03754959,0.57844126,-1.67945015,0.61126459,0.51460379,-1.44344985,0.37027109,0.45947158,0.49805003,-2.82332301,0.57287270,-0.99075067,-0.57198191,0.58864236,-2.25827122,-1.99771392,-2.06600142,-0.68730974,1.60877717,0.20500075,-0.25215814,-0.26344648,-0.34086415,-0.75722849,-4.95233774,0.49907926,0.16037448,-0.57319289,-0.35375249,0.43704551,0.50872574,-0.50520688,-0.66866666,-0.16345981,0.93677020,0.33434024,-5.19955540,-6.08392572,-0.88437057,1.79139435,1.45,0.71,
0.00,0.00,3.00,0.32,168.00,-1.14822197,-0.54633570,-1.33637321,-0.23427442,-0.81630135,3.17916965,0.07492606,4.45,0.04505988,0.00168986,0.09943792,-1.31612086,0.13180169,0.88028407,0.01791163,-1.70437694,-1.22178626,-1.47066939,-1.66436386,-0.79341501,3.03820992,0.08167522,-3.25099659,-1.39099765,0.34326842,-1.98904085,-3.61167789,-1.34602988,-1.42063391,-2.64614344,-1.91403151,6.29404211,0.01251209,0.44060197,1.39338362,1.95892560,1.76373076,0.65178335,-0.26296738,-0.84694427,0.58534098,0.71048182,1.70173109,0.19270288,-0.27405393,1.21478438,-0.48445854,-1.74633038,-0.81639987,-0.73236501,0.07004429,-1.76362121,-0.32100141,0.29756123,0.58555423,-3.50324869,-0.53652012,-0.27099800,-0.98199201,-1.12243223,-0.85882396,-1.85304368,-1.82667208,-1.09930599,3.52891779,0.06063904,-4.23658848,-2.72649431,-1.29955697,-1.32328939,-1.73640883,0.57811713,1.85268271,0.15416421,-0.94936866,2.72089601,0.09940091,-0.24122523,-0.31078571,-0.06956048,0.17066273,0.67998933,0.75777334,0.17630154,-0.58147180,0.55180573,1.40,0.68,
0.00,0.00,1.00,0.22,170.00,0.45830959,-0.07409040,-0.03914833,-0.04255908,0.07562795,0.02753848,0.86823646,4.44,0.99240704,0.12669313,0.63285023,-0.80547523,0.83320045,1.98072016,-0.37147358,0.80173713,1.37513793,-2.36265707,-1.18175924,0.03367882,0.00566886,0.93999965,0.61003268,0.20110349,3.78808498,0.14359692,2.21377993,2.43812227,-1.36404991,-0.43392956,0.94959259,2.01005340,0.15704421,-0.81196225,0.87051952,1.01856017,-0.38578624,-0.26557326,0.73967725,-2.11520839,-0.99326539,-0.24287982,0.16170491,0.68777526,-1.05355263,4.52763462,-0.20688979,-1.08195555,-0.00483235,0.53061467,-0.94742882,-2.73331594,-0.08044697,0.01919594,0.88983806,-2.60904145,1.65288889,3.33886409,-0.06789962,0.26485261,2.78253269,-3.78405046,-2.43423152,0.00453155,0.00009182,0.99235695,1.67046762,2.14291024,-2.26465654,0.45797652,-0.10255323,-2.96542573,3.52856851,1.09211838,0.46879470,0.67186081,0.41262655,0.03607689,0.02799664,-0.00808025,0.00244155,0.96064284,6.51035690,7.34753752,0.83718073,1.77199459,1.40,0.68,
0.00,0.00,1.00,0.00,160.00,-1.00391376,-0.43194598,-0.08992486,-0.61494327,-0.53518194,1.60201681,0.20595149,4.11,0.22694256,0.16174866,0.58883717,-1.05934489,-0.84181815,-1.16948915,0.71772891,-0.18459436,-0.46254358,-0.79496688,-0.37773079,-0.52159488,1.52242017,0.21758342,-1.44277632,-1.87545443,-1.50502479,0.18940303,0.41622558,0.43871853,-1.43098271,-1.19676244,-0.80083168,1.54773617,0.21420398,-0.82582808,-0.28485483,-1.01476896,0.95292366,0.36373368,-1.27695620,-1.00416636,-1.08819258,-0.52226371,0.86621743,0.35248445,-1.37727737,-0.86323190,-2.32064462,-0.81622475,-0.56002551,0.38744828,0.98957682,1.11750102,0.18956044,0.12229931,0.72663801,-2.08820605,-1.22923434,-0.51673007,1.68129587,2.63989902,-1.45940733,-1.26407456,1.38073146,0.56612432,1.11318481,0.29168159,-0.27839732,-0.75085264,-0.96078265,-2.48626781,-1.90332437,-1.59896457,-1.32372677,1.85562873,-0.33946732,0.40334880,0.52553069,0.92538071,1.08282745,0.15744676,1.38753867,0.24029448,3.47110200,3.66866255,0.19756037,0.08484800,0.85,0.37,
0.00,0.00,0.00,0.19,155.00,0.19750607,-1.02484894,-0.01458008,-0.03257441,-0.21862435,0.30181056,0.58288849,3.87,0.54940887,0.76319953,0.74145696,-0.56642246,-0.59670168,-1.23237014,-0.54123569,1.62798023,0.04737537,-0.97156209,0.39125898,-0.23020968,0.33872291,0.56071654,0.27171293,-1.56926858,-1.44188046,-0.57401580,1.10454845,0.91000962,-0.19903131,2.11881280,0.07761097,0.01547367,0.90106690,-0.27062511,0.89709425,-0.59601367,-0.78706813,1.77907526,-0.12699836,-0.79186332,0.31376615,0.05217089,0.01088859,0.91693758,-2.22616506,-1.44773245,0.11131389,-1.34932590,2.63546944,-2.28729177,-0.37178242,-2.52383518,-0.94815987,3.48851442,0.06212973,1.14171124,-1.02444828,-2.31896424,-1.27610302,1.95850492,2.48499084,-1.18469584,0.42672506,0.02630760,0.00273080,0.95833580,2.25147462,0.47944424,-0.59873241,2.90119958,-1.50434601,-0.54109353,-1.80987453,0.52800739,0.28472719,0.32422975,0.56922272,1.19148791,1.33802164,0.14653368,0.94067085,0.33333840,-0.52962518,-0.94929719,-0.41967195,0.49113819,0.79,0.36,
0.00,0.00,5.00,0.34,123.00,1.10495627,0.09587255,1.36720419,0.32801500,0.72401202,3.02342367,0.08241857,4.05,0.09580339,0.15672644,0.41516880,0.70983404,0.57720059,1.71556056,0.58557695,-0.20606279,0.66256702,1.11335504,0.23749258,0.67444050,2.61007714,0.10654544,2.14023566,-1.02371418,2.15845561,0.11910864,1.23699021,1.40641069,2.10231280,-0.90144134,0.90479475,1.68389106,0.19516170,-0.28592613,0.92373860,1.24229383,0.97485763,-0.82250512,-0.13170692,0.09169346,0.73624682,0.34108651,0.44789463,0.50366647,0.59747255,-0.73991328,0.65844548,1.10478854,-1.53913569,0.49765143,2.10105324,-2.37372923,-0.24171297,0.20611985,0.64993823,-0.70423347,2.31412053,4.83757496,1.54679859,0.31536445,0.45665956,0.75155133,0.89150882,1.05169702,3.95379257,0.04707666,1.39709818,1.55010164,0.56298816,3.15069509,1.13706005,-0.79086256,1.75083125,-0.32228166,0.76617116,2.11959147,0.14578361,1.60472429,1.74751747,0.14279321,0.62733823,0.42932111,3.89541721,3.74328113,-0.15213613,0.05972212,0.74,0.35,
0.00,0.00,10.00,0.53,94.00,-0.24868964,-0.83532917,-0.94062912,-0.16402708,-0.54716873,1.73547912,0.18805440,4.04,0.10715251,0.08098299,0.69351861,-0.11291746,-1.31523156,-1.51809525,0.14112227,-1.55452049,-0.10461829,0.22652392,0.34338439,-0.48679405,1.38574457,0.23944371,-1.41793513,-2.24988103,-3.62752485,-0.02275858,-0.98472571,-0.14842327,0.52131057,-0.63101548,-1.07011914,2.36690116,0.12472947,-0.06385463,-0.89444053,0.60828954,0.06868548,-1.49680483,-0.05331432,-0.12314547,1.02316952,-0.11642690,0.05728771,0.81094014,-2.23790622,-0.69778639,-0.78963214,0.25699034,-1.15851390,0.99937779,-0.39948073,-2.96647096,-0.71392792,1.80018747,0.18003752,2.58302593,-1.36274076,-1.42076445,-0.82469320,-1.21151769,-3.37090445,-2.35818172,0.67568833,-0.76145142,2.09156370,0.14847208,-3.42362690,0.19786336,4.19721699,2.57158542,-0.40502897,-3.09585261,-2.22638249,-0.18731141,0.03219464,0.00391956,0.95009419,1.95440996,2.08015776,0.12574781,0.32681453,0.56821653,4.58066225,4.83048058,0.24981804,0.12344059,0.74,0.35,
0.00,0.00,14.00,0.73,34.00,0.28047833,-0.39558384,-0.79307747,-0.06249622,-0.24266979,0.11694673,0.73245127,6.90,0.69941462,0.32252620,0.46219727,-2.68324900,-2.84114051,2.23941398,1.12350988,2.00917578,-0.23464443,-0.82152563,-0.50845510,-0.21461438,0.09418462,0.75899588,-3.58031869,-4.30689430,1.86127222,1.63713849,-0.43765420,-1.08864248,-1.07148647,-0.03254602,-0.87739140,0.53090286,0.46665711,-0.60189193,-0.47671363,2.46193671,1.01266682,1.42196190,-0.09527649,1.09585214,0.53402930,0.66907060,1.14705932,0.28471760,-2.45274138,-4.93166971,2.03712583,0.76334798,6.70934439,3.99497342,-5.87433243,-1.69095385,-0.40972811,0.20973508,0.64708870,-10.23201275,-0.14669883,0.34561181,3.93469191,-2.71237779,2.07920980,2.56165123,-2.04142594,-0.70227122,0.62349308,0.42996586,4.04627323,-0.21674009,-1.91058779,-2.43166614,3.46877909,-3.34240437,0.27313563,2.61532545,0.30744198,0.11826330,0.73100829,1.97147322,2.03538609,0.06391291,0.06014331,0.80653426,0.41663036,1.38509750,0.96846712,1.02344751,0.69,0.35,
0.00,0.00,20.00,0.90,124.00,1.62166369,2.22475934,1.74732602,1.02340817,1.65428936,3.96693420,0.04670983,8.08,0.03980893,0.64697152,0.00562366,1.48836231,3.02414966,2.54365492,2.97566438,2.30891705,-1.35087919,0.52414870,1.51323879,1.62840700,3.87769270,0.04924549,2.11954546,-0.47194728,0.46965706,-0.50671375,-0.03635259,-3.79584408,2.16974092,3.60204268,0.44376606,0.08602501,0.76944595,2.95953536,5.47386312,3.93115067,5.26983213,4.75311184,-0.27079621,-0.18563525,-1.85484445,2.50952721,8.97883797,0.00287632,3.48827195,4.65499926,0.23908094,5.06014967,2.78822184,-2.86655879,2.18784142,2.31269503,1.32179236,1.54231822,0.21460546,-4.10432243,3.02987671,3.33196950,4.39915705,2.66214871,-1.48267996,5.58854485,-0.44562718,0.67367131,0.40758210,0.52336616,3.04473901,2.63093543,-4.25358295,1.50180209,2.45763898,5.88973093,2.46124935,-1.42805636,0.42282903,0.16311127,0.68640662,-0.66064310,-1.41824889,-0.75760585,10.26314545,0.00159164,7.17486000,7.02850389,-0.14635608,0.02470372,0.00,0.00,
0.00,0.00,0.00,0.78,136.00,0.69629592,-0.50052828,-1.51016140,-0.72388965,-0.50957084,0.66666746,0.41443612,6.07,0.51499444,0.99085265,0.34638744,0.44762501,-2.49853730,-1.48004210,1.65388882,0.49873865,-0.79145396,-0.85579616,-0.09746122,-0.39037979,0.39296070,0.53091000,2.91270328,-4.48420382,-0.64530426,1.84671688,1.09297562,-1.18390727,0.19393985,0.59355891,0.04080990,0.00126585,0.97163608,-0.96187669,-1.44292152,-2.01114631,1.45869792,0.58400750,-0.42967877,-1.41637909,-0.77762175,-0.62461483,0.87311995,0.35057488,0.63892704,-2.86715794,-1.71008813,-0.17666620,0.88229644,-0.85329020,1.81678188,-1.21913207,0.27178952,0.11503921,0.73455972,-0.19154266,-0.33222693,-4.42677069,-0.54926747,-0.43706793,-3.68593597,-1.25761187,-1.10532272,-0.82394701,1.06863689,0.30153884,-1.18436456,2.57326388,-1.27886295,0.57565165,1.89925802,-2.48613739,-0.86699432,6.41382980,1.45996737,3.46925759,0.06285393,-0.39586088,-0.94297999,-0.54711908,6.08943892,0.01448393,0.13448834,-1.58394158,-1.71842992,2.72504401,0.00,0.00,
0.00,0.00,11.00,0.62,154.00,-0.03706389,0.48448077,-0.51952893,-0.30847824,-0.09514757,0.03189329,0.85830302,5.18,0.96519710,0.92165202,0.77766565,-0.87724757,-1.19496083,-0.21963052,0.13941979,-1.33217120,1.57038164,0.51099557,0.89584959,-0.06342044,0.01424765,0.90501463,-0.96188456,-1.48610663,1.12933314,1.01336300,-0.29272398,-0.44176456,1.89351499,0.02625579,0.10999840,0.01577854,0.90010212,-0.79555053,-0.94688517,-1.15832853,-0.03907517,-1.46095216,3.70181394,-0.17787586,2.32106924,0.18052696,0.07499713,0.78431607,0.22973174,-0.45781463,1.15119624,-0.22988665,-3.88178277,1.80534768,2.12610817,2.17089152,0.75025284,1.21198630,0.27124151,-1.16745877,-0.73794657,0.28544289,-1.48806274,-1.12340844,3.57314634,-3.15620351,0.02524629,-0.16103806,0.05639933,0.81233574,-2.65679002,0.16947003,1.63300955,1.31990802,0.46100056,-0.30625579,-1.44027400,0.22887549,0.30682251,0.20713422,0.64913568,-0.19923660,-0.53640491,-0.33716831,2.70140958,0.10191329,-3.80651689,-4.30027437,-0.49375749,0.32796195,1.50,0.68,
0.00,0.00,8.00,0.45,159.00,1.28451931,0.52474791,0.90511405,-0.74441397,0.49249184,0.87292194,0.35040308,5.13,0.19551173,0.50917032,0.63145775,-0.28569549,1.19780815,-0.40373173,-0.19278958,-0.76504141,1.35125148,2.06250024,0.51335514,0.43470711,0.68034345,0.40969226,-0.28893724,0.82753587,-1.24665761,1.00680530,-0.84419030,-1.13373339,1.88006580,0.45455897,0.08193093,0.00895908,0.92463868,-0.19672140,1.69149387,0.01246134,-1.23155773,0.06215011,3.36438560,1.55528331,-1.68659365,0.44636270,0.46982741,0.49340595,0.60905546,2.58780313,-2.86487818,1.50862682,-2.81141114,1.68171275,1.89866686,0.70695031,1.24544561,3.42763090,0.06445039,1.30330729,0.35636482,1.41255152,-1.07889080,2.22856522,-0.88308948,2.31190109,1.06715775,1.63376057,5.88592291,0.01546337,-0.39369804,2.42743707,5.66921139,2.51088238,-0.57020223,2.90360475,0.01745271,-2.89766479,2.09338617,10.02535629,0.00159740,-0.12453772,-0.31238946,-0.18785176,0.98649538,0.32186366,2.03107142,1.50753570,-0.52353579,0.63478190,1.45,0.66,
0.00,0.00,4.00,0.32,170.00,0.92556673,-0.09201779,0.00305610,0.23721670,0.26845545,0.28829509,0.59145041,4.86,0.57310639,0.72241718,0.55567682,-0.13014355,0.24480475,-0.06598826,2.44283152,0.54278910,-0.49133155,0.62093395,-0.56447262,0.32492793,0.42584431,0.51420578,0.30147159,-1.35808945,-0.73772645,3.72956228,0.69511127,-1.45353711,1.08627045,-1.04147136,0.15269892,0.04132995,0.83900653,0.19628900,1.70327830,0.50076127,1.34366274,0.06610639,0.53528827,0.43595335,-0.57581264,0.52569085,0.60919702,0.43548490,2.04605269,-0.67600060,-0.74250597,-0.71861267,1.85071611,-0.35823396,0.18309426,-1.69310737,-0.30801955,0.23023796,0.63146722,-2.62968349,0.55544519,0.81581438,1.76978755,-0.51989698,-0.66993010,1.79084754,-1.33932400,-0.25460750,0.15949792,0.68971654,0.59664637,0.42756766,-0.60963356,0.73933291,1.38303101,1.41647935,-0.82029897,4.75895214,0.70482022,1.24681270,0.26446828,-0.03668704,-0.12139038,-0.08470335,0.22422367,0.63638398,0.90340006,-0.47018167,-1.37358177,3.12392545,1.40,0.63,
0.00,0.00,3.00,0.21,172.00,-0.01658831,0.70598382,-0.21351267,0.52325422,0.24978426,0.27366883,0.60101249,4.64,0.59412275,0.08162583,0.14282239,1.29784966,-0.05233175,0.31919491,1.11301708,0.60081339,0.75763541,-0.10664602,-1.36041784,0.32113934,0.45511141,0.50009496,2.44262171,0.87661415,0.58561987,2.90575027,1.06597745,2.06538796,1.14054608,0.39550582,1.43475294,4.60035563,0.03257164,0.02577428,-0.00175368,-0.20467879,-0.67908937,-1.25690353,-0.86937016,-1.29846084,-3.09072185,-0.92190045,1.97543979,0.16053513,0.86934316,4.65229273,0.37077239,0.53037232,2.88074756,1.05911410,-2.14192605,-2.33652067,0.14621243,0.05799423,0.80975105,1.00287306,-1.45510375,-3.51483512,0.27304032,0.80057192,2.43911147,0.83589613,-1.54595935,-0.76652563,1.59783602,0.20654639,0.19609234,-1.33140028,-1.70360923,-2.26851130,2.11426568,-1.47522569,0.92190278,4.01990843,-0.56883967,0.89844835,0.34345951,0.12412761,0.12502603,0.00089843,0.00001963,0.99646971,-2.47062922,-4.27293873,-1.80230916,5.21906662,1.40,0.63,
0.00,0.00,1.00,0.10,168.00,-0.65076363,-0.71788532,0.18408474,-1.34616661,-0.63268268,2.65200639,0.10377600,3.78,0.15005480,0.68714718,0.43787789,-0.57214475,0.31140557,-1.02365696,-0.43721905,-0.71136355,-0.21428463,-0.51989657,-2.21062493,-0.67222309,2.99614334,0.08381390,-0.19710058,-0.81403226,-0.55432093,-1.52932894,0.35772711,0.72748107,0.05559380,-1.72620595,-0.46002334,0.51301360,0.47425829,-0.90280718,0.69324267,-0.72505927,0.41399452,-0.02336071,-0.45184928,-0.69914722,-2.31127191,-0.50078231,1.34495199,0.24675388,-1.35021663,0.29241866,-2.28836513,0.44874012,-2.43843246,0.53890663,1.12734056,-2.68789697,0.60426205,1.48630548,0.22311875,0.07556554,0.26328206,2.43278790,-0.32177195,1.51351619,-1.11883843,-1.92892468,-0.02771551,1.53938484,9.69573212,0.00190699,-1.49227440,1.47945738,-0.94328374,-3.67182016,-0.31854358,-0.08046181,-0.55641395,0.19805859,0.68342102,1.95388138,0.16252306,1.25780427,1.41473150,0.15692717,1.26713860,0.26172405,1.48251271,0.85755920,-0.62495351,0.64212936,0.93,0.38,
0.00,0.00,3.00,0.22,156.00,0.03963589,0.21002103,0.01536676,-0.05849103,0.05163316,0.02056232,0.88601042,3.51,0.92958403,0.79621812,0.49151006,-0.01064596,0.09239321,-0.18602012,-0.34616435,-0.67214948,0.64107251,0.70141298,0.16937920,0.04865975,0.01832808,0.89234146,-0.05528272,-0.26976970,-0.72661018,-0.14311406,-1.10183764,0.62037933,1.42352140,-0.27444196,-0.06589445,0.01192184,0.91310921,-0.34906495,0.39852804,-0.07920324,-0.60577607,-0.02222597,0.08922813,-0.46928313,-0.41639450,-0.18177396,0.16998665,0.68031246,0.12367883,0.01084989,-0.91624105,1.32198155,-2.54455256,1.66214192,0.90998042,0.44507465,0.23564127,0.26152492,0.60920332,-0.28005183,1.72089565,0.03075511,-1.20869243,0.18448573,-1.25335312,0.56044441,-0.01886182,0.04387860,0.00907191,0.92414075,-0.28341183,2.28256202,1.18169701,-1.02338624,0.94951999,-1.70718980,-1.02589214,-0.65310997,0.12043580,0.07043890,0.79076126,1.58399510,1.74133575,0.15734062,1.03790212,0.30960537,10.19780636,11.01453304,0.81672668,2.19833875,0.79,0.36,
0.00,0.00,0.00,0.37,128.00,-1.04240704,-0.72248787,-0.31379464,-0.76380438,-0.71062350,2.64142084,0.10446724,4.25,0.06845997,0.56222863,0.17301458,-1.03965282,-0.72538167,-0.30377680,0.90277606,-0.11193179,-1.28126907,-0.72235912,-2.26782322,-0.69367731,2.55068254,0.11060603,-0.41934934,-0.11442173,-0.02776058,1.46092045,-1.21660268,-0.47749886,-0.02643576,-3.01401138,-0.47939500,0.38884142,0.53326713,-0.64091390,-0.72646928,-0.68208390,0.88867426,0.20898016,-2.14064407,-0.84237874,-0.18730445,-0.51526749,1.14763713,0.28459647,-1.91597760,-1.17425561,-0.60927516,2.61613631,1.25336814,-0.69591588,-1.57439768,-3.46125460,0.05065224,0.00825644,0.92762067,-2.69982886,-0.77138734,3.13147712,1.37999082,-1.08986890,-0.84455037,-0.89006633,-1.06810737,0.47863889,0.74346107,0.38879040,-0.02727896,-1.40519440,1.09328890,-3.53611803,2.11278796,-1.67097127,-4.48154926,-0.55015099,-0.25105667,0.21054274,0.64645617,1.89351833,2.05517936,0.16166115,0.78060466,0.37807283,8.49062729,9.57784748,1.08722103,2.88196373,0.74,0.35,
0.00,0.00,0.00,0.54,63.00,-0.17921819,-0.73837268,-0.74119395,-0.17482343,-0.45840207,0.86586601,0.35235665,4.79,0.24618703,0.05796764,0.24431645,-0.45917389,0.38742995,-2.54128385,0.03038226,-2.79981256,0.15567863,1.83507311,0.10272354,-0.41112286,0.72594529,0.39443271,-3.40504313,-1.29498816,-3.96996975,-0.22255021,-1.56367767,-0.68938297,2.04592919,-1.42016304,-1.31498075,2.88066244,0.09043287,0.64846832,1.12903965,-0.31286937,0.19688240,-1.17253041,1.88708377,1.47125518,0.95199502,0.59991556,1.52850962,0.21695638,-2.07945013,0.99934500,-4.20854855,-0.87394017,-2.67705703,2.82561469,1.60862446,-2.17878795,-0.62945664,1.01359248,0.31432173,2.70728445,-0.28671750,-0.57456970,-2.50561666,-0.04071137,-3.33875895,-2.12158751,-0.05552225,-0.58250988,0.86546671,0.35246967,-7.05914545,0.96187150,7.84678745,1.29769289,-2.33533263,0.13304867,-2.27808905,-0.28333637,0.17004737,0.08040883,0.77681114,2.02999258,2.16936803,0.13937555,0.37819880,0.53930461,2.80269051,2.48239565,-0.32029468,0.18341984,0.74,0.35,
0.00,0.00,17.00,0.74,19.00,-0.28957558,2.40557384,-3.90340734,-1.25951302,-0.76173049,0.27671295,0.59899589,14.08,0.78331178,0.67121781,0.06875512,1.00308669,-0.58887452,1.80304837,1.24367464,4.14425182,-4.96554708,-2.75056195,-4.64900398,-0.59499079,0.16965842,0.68051598,-2.49091887,3.31412792,3.42526555,2.90920258,-2.74319458,-8.61824417,-0.96374559,-2.04991937,-0.90217829,0.13108957,0.71749764,9.17025757,-1.42198753,1.63854897,1.38232219,6.60205412,0.08109567,0.37820220,1.80080295,2.45391202,3.04086804,0.08184909,-1.71390235,1.23854768,1.09025657,0.36903915,13.87628365,-1.29980946,4.45053911,3.86967897,3.83975911,4.28843641,0.03866482,1.73064339,-8.73094940,3.59488273,-1.44272935,-5.64581966,-5.75845289,-10.61565304,-4.29875326,-2.53779292,1.89554060,0.16893007,12.39010715,-5.24099874,2.57358050,-11.18307781,0.89537579,4.83665848,-10.05981064,6.41143703,1.13152385,0.39353803,0.53060898,1.77875340,1.83894813,0.06019472,0.04635295,0.82976643,18.18357277,20.85216904,2.66859579,2.28065205,0.69,0.35,
0.00,0.00,20.00,0.00,17.00,4.90008259,-0.41638339,0.90252161,-0.49389255,1.22308207,0.41556919,0.51932369,18.45,0.38995468,0.89026621,0.01068286,9.47187424,4.01467514,-5.00782013,2.68702316,-6.41550398,0.68083489,2.43127799,2.80418754,1.33331859,0.50496048,0.47751710,13.59989452,5.28166389,-8.99232483,-4.82171965,-13.20600986,-1.36304963,4.13470793,7.74383593,0.29712468,0.00632874,0.93663258,8.25926399,3.00103927,-0.44699326,8.53816891,1.46096587,3.36028457,2.84651780,1.42518270,3.55555367,6.11135197,0.01378620,16.62391281,-2.97966909,-1.32671404,2.78522968,-14.69724655,-4.91425085,6.02120256,-7.22947168,0.13703345,0.00327815,0.95435505,12.09231377,0.42674270,-7.84109306,-5.54492760,2.97342372,0.53074795,7.76259184,-2.94416761,1.17504227,0.23680700,0.62664356,-17.02819061,14.27830601,1.70557594,7.71773243,12.88248348,18.18114090,-6.49756098,3.47124147,5.18643093,4.84625006,0.02796640,0.63325948,0.54602629,-0.08723322,0.06430954,0.80008401,-32.21960831,-35.46597290,-3.24636221,0.97574157,0.00,0.00,
