x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,tgt_theta_first_half p-val,tgt_theta_second_half p-val,0,23,45,67,90,112,135,157,theta all,theta F,sur_theta p-val,0a,23a,45a,67a,90a,112a,135a,157a,theta first half all,theta first half F,sur_theta_first_half p-val,0b,23b,45b,67b,90b,112b,135b,157b,theta second half all,theta second half F,sur_theta_second_half p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,11.00,0.60,137.00,1.33126926,-0.08208605,0.54239863,0.95056975,0.68553793,1.68275166,0.19489805,5.14,0.22969596,0.21944412,0.00355748,0.02520497,1.18147099,-0.30584338,-0.48610279,0.89972365,0.96401882,2.52797246,0.54704392,0.66918606,1.61137331,0.20463485,-3.03785634,-0.22315364,-3.51014757,-2.17497778,-0.80062836,-0.67553097,1.79448926,-0.97160393,-1.19992614,2.11599278,0.14655767,2.52601171,2.83607149,2.13237715,0.37088081,2.02638340,2.62148499,2.93674898,2.13773513,2.19846177,10.02033901,0.00164919,1.60448551,-0.61907059,-1.46705520,-0.32169718,-0.43833768,0.26950538,-0.05424708,0.49515167,-1.02993011,2.29463601,0.13018236,-1.80313838,0.82357264,-1.31016493,1.75906098,2.06847000,1.10188413,2.16831183,-0.54604965,-0.43906790,0.42437369,0.51493355,1.57704341,1.66533005,5.45724249,-0.54546809,0.93306011,5.51650763,-1.50379741,-2.82039213,0.41317040,0.39200959,0.53140807,-0.01091717,-0.23132002,-0.22040285,1.02071452,0.31363446,2.32663679,1.19335473,-1.13328195,1.30849051,1.34,0.71,
0.00,0.00,0.00,0.51,138.00,-0.43774614,-0.04267016,-1.11794627,-0.42523888,-0.50590038,1.06765461,0.30175873,4.76,0.25343718,0.30576992,0.95462431,-1.61763823,-1.10137284,0.42176685,-0.00993914,-1.06622922,-0.81209046,0.48481652,-0.14567994,-0.48079580,0.96729398,0.32562661,-1.03777182,-0.81161803,0.67288953,0.89838672,-2.55749464,-0.60305679,0.85761321,-0.00696606,-0.32350224,0.15201268,0.69682843,-0.96104270,-0.74582714,0.52593440,-0.36922646,0.54313719,-0.47752461,0.58920640,0.15263912,-0.09283797,0.02401274,0.87691932,-1.13630116,-0.25460815,0.32648426,-0.86241078,1.50379038,0.34781995,-1.60128558,1.73311663,0.37531003,0.35655841,0.55057815,-2.70618081,-0.37763977,0.39136559,0.04017534,-1.45493066,-2.57253981,-0.46988687,-2.19407296,-0.71000814,1.28857851,0.25662057,-1.87803984,0.12931471,3.26935124,-0.75459725,-3.12188077,-1.17999244,-0.67344284,1.19000387,0.11244304,0.03329497,0.85525682,0.13386329,-0.00067886,-0.13454215,0.45902354,0.49890483,7.83858633,6.16037798,-1.67820859,2.83060884,1.29,0.67,
0.00,0.00,0.00,0.42,141.00,0.23591268,-0.59641421,0.42200139,-0.64662528,-0.14628135,0.09664861,0.75596249,4.58,0.85657781,0.95813269,0.81768637,-0.63602382,-1.40819299,0.21365380,1.00430942,-0.53235453,-0.36450991,0.99262953,-0.47651187,-0.15087505,0.10306718,0.74825580,-0.37077552,-2.83956075,0.65641481,0.07528383,-0.18382668,-0.28338537,2.46538782,-0.58136654,-0.13272853,0.03034670,0.86179469,-0.68816096,0.15140776,-0.16890761,1.58942664,-0.81900823,-0.03093150,0.03567034,0.33528754,0.05059800,0.00728488,0.93201845,0.39094624,-3.30050969,1.09281325,-1.56115806,0.78094357,1.22313333,-0.54145879,-2.37638879,0.01630678,0.00075951,0.97802001,-0.92592990,1.41023743,-0.13315816,0.34008443,-0.05448432,0.19767289,1.48653626,1.06149530,1.06594455,3.13400435,0.07702295,-1.17171180,-1.48428500,3.05477262,-0.71230567,0.44789717,-1.87249327,0.05010732,4.42722988,0.97533131,2.73144150,0.09874877,-0.00434305,-0.09282459,-0.08848154,0.23526552,0.62820548,0.19656572,0.34004322,0.14347748,0.03284719,1.25,0.65,
0.00,0.00,5.00,0.30,150.00,0.42430022,-0.54197788,-0.42011961,0.07618199,-0.11540382,0.07400849,0.78565100,4.13,0.69326563,0.98147301,0.71653308,-0.83515936,-0.45811179,-0.60486114,-0.47092009,1.45851552,0.60929137,-0.18951733,-0.35604838,-0.10585140,0.06274775,0.80226309,-0.94062370,-0.41543347,-1.41876340,-0.04499883,0.76119250,0.01103627,0.60427380,-0.13981064,-0.19789094,0.09502757,0.75804205,-0.83111125,-0.04176475,0.08531938,-0.85807335,1.05608237,1.05879998,-0.43185353,0.14479393,0.02277410,0.00165211,0.96759528,-0.62270808,-1.66805649,-1.40406573,1.57296097,1.72630215,-0.02135576,-1.10688818,-2.31620431,-0.60701239,1.25020170,0.26382049,-0.50833219,0.09482618,-0.03081475,-2.01159930,1.22431850,1.16112900,-1.57476199,-2.12796974,-0.52585888,0.94500190,0.33126313,0.33831057,1.04437518,2.18212342,1.11302102,0.52881777,-0.06880094,-1.13283539,-0.97300184,0.38447183,0.51254308,0.47423083,-0.24277538,-0.30564648,-0.06287110,0.13951050,0.70918455,-0.98290360,-1.21339107,-0.23048742,0.11080799,1.20,0.62,
0.00,0.00,3.00,0.00,167.00,0.90108407,0.21848299,-0.46364468,0.29934469,0.23881677,0.31612256,0.57408991,4.13,0.56694679,0.80361899,0.74749410,-0.35730797,0.44149536,0.33018395,0.68584031,1.27919996,0.30098701,0.29780519,-0.79109955,0.27338803,0.41351363,0.52035920,0.03721194,0.66418386,-1.66734242,1.11225069,1.87013280,-0.28538865,0.13736515,-1.56574762,0.03783323,0.00324643,0.95459185,-0.70548743,0.00005123,1.91958237,0.30882835,-0.29136083,0.51455396,0.67152303,0.06590343,0.31044924,0.31859264,0.57272506,1.33678734,0.91795039,0.30651450,-0.52224177,1.08174288,-0.14649007,-0.43999583,-0.53652126,-0.07908229,0.02087054,0.88516542,-1.61169076,1.91871619,-2.86184740,0.35277241,0.89496189,-0.02317858,-1.60050046,-0.77821022,-0.79574722,2.17202544,0.14090027,1.82411003,-1.22062600,2.15053606,0.57372773,0.57830369,-0.85437167,1.99019635,2.96752453,0.64720839,1.45808661,0.22756073,-0.27728918,-0.31378472,-0.03649553,0.05591393,0.81332949,-2.17178464,-1.04431367,1.12747085,2.42589998,1.20,0.62,
0.00,0.00,1.00,0.00,170.00,-0.14285482,0.86356008,-0.28509435,0.00578551,0.11034910,0.06379537,0.80065353,4.25,0.68016214,0.62833532,0.35776848,-0.39260775,-0.85884869,0.28804028,0.73733985,0.61059427,0.40122610,0.80807084,-0.37089670,0.15286478,0.12216143,0.72678569,0.82704943,-2.57235169,0.01842490,0.69018316,0.60015142,-0.04010775,1.98097014,-0.74628907,0.09475385,0.01963240,0.88863965,-0.16461079,0.96992350,0.32925892,0.82259256,0.10508125,0.74397278,0.48813668,0.88658589,0.52261758,0.87914437,0.34891975,1.41163218,-2.68843627,-0.40076074,1.74860024,2.53594041,0.54160994,3.76930499,0.59446681,0.91942686,2.72455072,0.09917437,0.25156173,0.98977888,-0.05561361,0.62241983,-1.05043387,1.15867138,-3.47359037,-0.45339638,-0.27884179,0.25131768,0.61627474,1.04735422,-1.89356816,0.80168176,1.73737586,-0.72140980,-1.38848877,0.33344436,-0.78478503,-0.12169693,0.04850741,0.82573246,-0.07071609,-0.08511595,-0.01439986,0.01079059,0.91737591,-1.77920282,-0.71716279,1.06204009,2.19800782,1.14,0.57,
0.00,0.00,1.00,0.14,174.00,0.20832631,-1.06930590,1.36989081,-0.84581214,-0.08422524,0.04263374,0.83646406,3.97,0.92480724,0.41886498,0.55572579,-0.97098476,-0.20399363,-0.28813380,0.34808576,-0.79674280,0.72196126,-0.71504599,0.58315212,-0.16521274,0.16009049,0.68917043,-2.03422070,-0.50162029,-0.12879919,-0.52718562,-1.29224575,1.08101273,-2.79028034,0.08355872,-0.76372254,1.36411166,0.24352710,-0.57320845,0.01052372,-0.39924997,1.08116424,0.51230502,0.38843611,0.58605480,0.48538163,0.26142588,0.24372564,0.62175972,-1.71031678,-0.80468106,-1.36893082,-1.07823586,-0.87882501,0.51423270,-0.55795407,-2.75267649,-0.25704926,0.24082968,0.62373043,1.66589582,1.44871271,1.96957314,0.37979585,1.37648451,2.62982821,0.19240205,1.28181577,2.22444367,18.17136765,0.00002238,-2.53362942,2.72333050,1.37933981,2.80306864,-4.01945972,0.37527764,0.85050446,-0.09650892,1.13268316,4.97652912,0.02594596,0.73099595,0.71283758,-0.01815839,0.01434395,0.90479489,-2.36465549,-2.88899302,-0.52433741,0.60145259,0.82,0.41,
0.00,0.00,4.00,0.25,154.00,0.59171605,0.73513508,2.01785994,0.60934490,0.98851395,5.77127504,0.01649578,4.00,0.02107245,0.73800459,0.00281392,0.70020229,0.93767971,0.74525481,1.89687204,-0.38391134,1.34138620,2.18208623,0.31353459,0.96663809,5.53217602,0.01888962,0.52556747,-0.91712481,0.73714876,2.36741829,-1.67450488,1.63390434,3.01012421,-1.28040648,0.55026591,0.63511026,0.42596335,1.95768058,2.45654368,0.32990453,1.75449228,1.59750450,0.51987791,1.12181735,0.79611522,1.31674194,7.37809277,0.00684678,-1.04323089,-0.39662459,-0.31984246,2.52272415,2.18518019,2.98276067,1.86966670,-1.78232527,0.10318824,0.03877232,0.84394609,2.36452723,3.22994828,4.51197624,2.69004393,-1.37835324,0.71860915,1.11091042,3.01614547,1.43786848,7.60697794,0.00593537,-0.43376362,1.39639640,2.07158351,0.41632167,0.20843099,0.31443784,-0.45528537,1.15920413,0.02995284,0.00333207,0.95398160,1.09114277,1.08464062,-0.00650210,0.00131173,0.97114668,-3.62738371,-4.18469143,-0.55730748,0.76493824,0.76,0.40,
0.00,0.00,7.00,0.41,125.00,-0.11650226,-0.00783285,0.45449454,1.18286800,0.37825686,0.64891493,0.42071776,4.57,0.63133105,0.39412423,0.99438395,2.35239840,-0.92057562,0.23954600,1.02561235,1.18219435,0.22919729,-0.47159842,-0.11362276,0.44039395,0.88923383,0.34594412,3.85806513,-1.06795526,-0.02614878,3.47134280,1.63550389,0.92648363,-1.22534132,-0.83138925,0.84257013,1.30377162,0.25421366,1.35667682,-0.60295153,0.57003385,-0.67058986,0.37427279,-0.57979840,0.41070232,1.58268225,0.30512851,0.26299515,0.60831184,3.00356936,0.04176584,1.40686285,-1.20904732,0.43769962,0.83799338,-1.33684528,-3.00981021,-1.23284376,4.23001337,0.04001081,2.18025994,-2.13824606,-1.09585309,3.13624096,1.02888381,-1.57315302,0.44715491,2.20665574,-0.68792510,1.32966006,0.24918024,-0.08632586,1.19914210,-2.08795905,-2.49105763,2.57752371,-1.25571537,-0.43159750,1.31859124,-1.35274529,5.22791576,0.02246502,1.37696922,1.38743281,0.01046354,0.00261565,0.95926493,-2.99346042,-2.81750369,0.17595662,0.07544426,0.76,0.40,
0.00,0.00,0.00,0.61,50.00,0.66474247,0.21834819,0.58919972,0.21496405,0.42181361,1.08499515,0.29786790,3.94,0.26097582,0.11353148,0.89140442,0.63023061,-1.16509342,1.59888494,0.76550013,1.27349162,0.67045462,-0.08223942,-0.29130200,0.42499089,1.12037647,0.29012819,0.61020774,-0.71827251,2.62466574,2.51647425,1.26767838,1.64412606,-0.43078855,0.78856707,1.03783226,2.37156487,0.12435978,1.37240934,-0.37445292,0.52043104,-0.66581994,0.56670684,-0.29685900,0.30311498,-0.85931724,0.07077665,0.02258401,0.88060863,2.26296759,-1.64019704,2.46731424,-0.57388735,0.47392878,0.94352776,-0.72421217,-1.21085310,-0.02604824,0.00257023,0.95957816,-0.91157776,-0.99267542,1.94279838,2.30282855,-1.02033067,1.90635872,2.07724810,-0.34996527,0.39514926,0.58937943,0.44286607,3.44208121,2.27736545,-1.14999235,-2.49834895,2.30882025,-1.68730748,0.43515411,2.15553880,0.43024904,0.72483355,0.39479565,1.43962872,1.43349922,-0.00612948,0.00074287,0.97828438,0.06836122,0.71184313,0.64348191,1.60005629,0.71,0.39,
0.00,0.00,0.00,0.84,126.00,2.40171504,0.83640182,1.77477360,-0.20076865,1.20303047,1.11364448,0.29157974,11.09,0.17178095,0.96217479,0.01262526,-1.76660681,2.71155715,-0.20507686,4.18286180,1.03639746,0.54621249,5.61287642,-2.46085238,1.20717120,1.14403081,0.28509583,-0.82444578,1.47987783,-4.87758303,-1.47190893,-3.42841578,-6.18195343,9.35187531,-1.75493002,-0.96343547,0.21802595,0.64080433,-1.30964088,4.15449142,3.12014985,7.95570087,3.40064883,7.17971134,3.12555742,-3.54018140,3.01080465,7.39755344,0.00677426,-4.45517159,0.32829151,-4.62726259,2.86263895,3.29750824,1.43465400,3.38563871,4.86062717,1.10488999,0.57280421,0.44935025,1.19816732,3.36840487,-0.32378826,1.10594642,1.56230319,6.98528385,7.05078554,-7.07280493,1.78506708,1.51774561,0.21829155,0.49279401,-1.60529292,6.31363440,-2.07827139,4.87308502,10.59424114,-4.36207628,6.07118702,2.65486121,3.44397211,0.06381857,-0.33984876,-1.04805982,-0.70821100,5.82731247,0.01672799,7.66410875,6.32403517,-1.34007323,1.40485609,0.00,0.00,
0.00,0.00,19.00,0.76,132.00,1.83986986,-1.56409156,-1.38690197,0.05948557,-0.26290953,0.13067283,0.71782192,7.07,0.66719149,0.34627617,0.32534347,-4.21010399,0.13087177,-0.60620409,1.60875046,-0.20035565,-1.69443583,3.39310312,-0.19048819,-0.22110784,0.09417377,0.75900933,-6.57985640,-1.54072750,-3.18350863,0.27228707,-2.86057210,-2.73971963,5.42033529,1.64338660,-1.19604695,1.16939533,0.28018195,-1.35340166,2.91962767,1.90102816,2.06737185,1.84306657,-0.35611659,2.57381868,-0.67609113,1.11491287,1.36062407,0.24402341,-9.09636116,-1.08697355,-3.70049715,0.58310729,0.62737840,-1.46869516,2.45403838,-0.92522478,-1.57170117,2.88645411,0.08968239,-3.54612279,-0.79948795,-0.38029137,-2.68444943,-0.73875034,-1.59483218,3.75636387,-6.09658861,-1.55698192,2.83626342,0.09251453,-1.28615081,-0.13613290,6.33558798,5.25251341,-2.21564126,5.30054617,-0.82369643,3.07194376,1.93077517,4.48287916,0.03451726,-0.08767331,-0.55243331,-0.46475998,2.93668294,0.08821931,2.83267546,0.61952066,-2.21315479,3.95361114,0.00,0.00,
0.00,0.00,0.00,0.67,130.00,-0.33785945,0.25362688,-0.33756286,-0.04127192,-0.11576684,0.05386839,0.81651750,4.85,0.84155237,0.36064956,0.58887736,-1.16154039,-0.52905536,1.04668403,1.00265944,-0.70307076,-0.61490732,0.30098248,-0.11836590,-0.09707672,0.03813020,0.84522706,0.57080203,-1.00777006,1.78854692,2.64017820,-0.14356284,-0.19658065,2.21526289,0.72585917,0.82409197,0.99922508,0.31810697,-1.73395109,-0.28387344,1.14648771,-0.11090305,-1.25789928,-0.21317895,-0.40575272,-0.13134402,-0.37380186,0.36491272,0.54608312,-0.86837649,-0.52127272,-0.17771167,1.25660110,0.63094199,3.16674137,-0.06664172,-1.42814112,0.23725672,0.13785274,0.71051485,-1.76196659,-0.13142319,1.02086127,1.41055298,-2.21016479,-0.22418375,-0.19253154,-0.46374503,-0.27678606,0.18882899,0.66400005,-1.08307803,-3.88251519,1.09134972,0.83004069,-0.94728547,-0.00493431,1.55168509,0.53449500,-0.28205490,0.20131639,0.65377135,0.04490006,-0.22048478,-0.26538482,1.17451453,0.27984890,-4.35036278,-5.00438166,-0.65401858,1.15146816,1.35,0.66,
0.00,0.00,0.00,0.57,136.00,-0.45129085,0.07933965,1.40609908,0.21848175,0.31315741,0.36093664,0.54814068,5.07,0.64240680,0.42398776,0.63237652,2.05544734,-0.04019380,0.88632786,0.52238309,0.22969677,-0.55403870,-0.82448685,-0.02522796,0.28123847,0.29078552,0.58985414,3.36257648,-1.45669806,1.64148116,1.95858395,1.61532903,1.39102697,-1.19331932,-0.01191736,0.91338283,1.20707452,0.27257812,1.85986936,1.12919283,0.44892821,-0.91970897,-0.10328250,-1.54129970,-0.90298599,0.05431313,0.00312831,0.00004083,0.99490430,1.61502123,0.56988168,1.84348571,-0.84553182,-0.24624404,-1.96152341,1.51837945,-1.94239080,-0.10887270,0.02657995,0.87052958,4.16384983,1.35252380,0.13547684,2.83206987,3.48844337,-0.90302670,-2.12999034,2.38443589,1.19555104,3.26904035,0.07094176,0.36620045,-0.08112723,-0.41188139,-0.19339155,-2.38796568,-1.23400354,2.47360969,-2.09080625,-0.67558378,1.05063415,0.30564404,0.28038737,0.16945758,-0.11092980,0.25364330,0.61510473,2.03955865,2.07160211,0.03204347,0.00129005,1.35,0.66,
0.00,0.00,10.00,0.48,142.00,-1.33734715,-1.84428751,-1.50834560,-0.73728919,-1.35681736,5.18947935,0.02296221,5.79,0.01371018,0.07502317,0.04477213,-0.74683529,-3.36944389,-1.56004417,-0.85948724,-1.28574276,-0.84445226,-1.63870025,-0.13287678,-1.30469787,4.81926537,0.02840412,-0.15278772,-5.93568945,-1.84720314,-1.94250536,-0.29130435,0.82145923,-3.85265183,1.11311960,-1.51094532,2.88066220,0.09043288,-1.28007138,-1.71178460,-1.31704557,-0.83870387,-1.26888812,-2.38625431,-0.49779132,-2.61057734,-1.48888958,3.52469015,0.06108286,-0.67349219,-3.49580503,0.48344180,-0.92736465,-4.45843220,-0.62499368,-4.57422495,-0.94380605,-1.16728795,2.34232450,0.12626258,0.08792464,-4.31011152,-0.56577003,-2.36363339,-0.63821417,-1.61404955,-0.97363085,-1.76730943,-0.75595015,0.98669749,0.32082517,-2.19352055,0.55024588,-0.20217633,1.00689590,-1.56710231,-3.70968771,-2.54222083,-2.75708294,-0.55574620,0.54429203,0.46085697,0.50420529,0.49423966,-0.00996562,0.00254900,0.95978682,6.97448301,7.36465693,0.39017403,0.12555066,1.30,0.64,
0.00,0.00,7.00,0.42,141.00,-1.31714404,-1.01486099,-1.08798397,-0.29350016,-0.92837232,3.57456160,0.05899812,4.78,0.02683302,0.17918004,0.04474361,-0.71978396,0.69207793,-0.95418161,-2.56691074,-1.44165730,-0.34523273,0.29803869,-2.52099419,-0.94483048,3.76609683,0.05262097,-0.15612894,-0.35146126,-0.26078278,-4.36429834,-1.27939332,-0.26823473,1.62026119,-2.55995369,-0.95249897,1.60910356,0.20536117,-1.28211820,1.17147362,-1.90090942,-1.40841711,-1.66815078,-0.50039524,-1.02945006,-2.62411737,-1.15526056,3.06126451,0.08083467,0.24934082,1.74474537,-0.01314620,-2.76527596,-2.56718040,0.25681344,-2.56151915,-2.92477059,-0.79616255,1.60823083,0.20507760,-0.56922281,1.24788201,-2.49040818,-4.13634014,-0.48824793,-1.10887790,0.02410243,-1.55374634,-0.85452318,1.86750853,0.17211135,-2.58969784,-1.34705877,2.34895468,-2.33818746,-1.19760704,0.19424222,-3.71986723,-1.95407474,-0.96148485,2.41318297,0.12067869,0.48641980,0.52044964,0.03402982,0.03596238,0.84979563,1.68711782,1.16876543,-0.51835239,0.27596602,1.26,0.61,
0.00,0.00,5.00,0.32,150.00,0.52171296,-0.42238855,0.84713644,0.19865564,0.28627911,0.27205941,0.60208443,5.34,0.62432678,0.76500316,0.28502535,0.96202302,-0.50952345,0.35953340,1.21161962,-0.58494645,2.07190061,-0.33753136,-0.74427384,0.30360019,0.30831128,0.57885958,2.31810260,-1.54650986,0.29801029,0.99047565,-1.05010939,2.79920673,-2.30177426,-1.51029789,-0.00036201,0.00000000,1.00000000,-0.10266671,-0.25183207,0.46901271,1.17962587,-0.74267381,1.91633916,1.08980346,0.26398873,0.47769967,0.55783844,0.45550753,2.47899532,-2.24456000,0.65105033,-1.27370441,-1.33357501,1.36401331,0.06865203,-3.09443450,-0.66790456,0.90442514,0.34186024,1.58007312,1.55753100,-1.05167568,1.51582050,0.96084297,1.81404901,0.87215626,-0.22741893,0.61437589,0.76537544,0.38189131,-1.18609595,1.93213642,0.95443845,1.66692436,0.21592595,-1.52909791,-2.01317549,4.19703197,0.41192234,0.35471249,0.55161139,0.30325854,0.35270238,0.04944385,0.08906408,0.76569649,-6.40809107,-7.35454559,-0.94645435,1.44567299,1.21,0.58,
0.00,0.00,3.00,0.21,167.00,0.55829048,-0.04944005,-0.35989583,0.38159871,0.13263832,0.06991462,0.79152284,4.88,0.73303275,0.37598995,0.74575693,0.84531444,0.01367966,-1.43736637,0.14161389,-0.59842175,-0.26469904,2.60407877,0.18901576,0.18665192,0.14125594,0.70712630,2.53188086,0.64051580,-2.13818312,-0.87272108,-0.08550353,0.85850632,3.84773707,1.10456884,0.73585016,0.83229244,0.36216413,-0.26930526,-0.73976618,-0.86470628,0.60676527,-1.59548175,-1.13187087,1.66201723,0.03342959,-0.28736478,0.20206571,0.65326672,1.02174783,0.40219101,-0.95901209,-2.03647733,-2.02885747,0.36210376,2.25335145,0.23078145,-0.43895268,0.46609366,0.49497028,0.72092104,-0.08366565,-5.80826521,-0.50909919,1.84789002,0.44462675,2.59276605,-1.82575560,-0.82511020,1.70073700,0.19253418,-2.02652693,-1.53246188,2.35786223,1.56745291,0.21376207,0.26035804,0.79879940,3.47641182,0.23187260,0.13458721,0.71381108,0.21646520,0.27712852,0.06066333,0.15801983,0.69143243,-0.18621515,1.50217605,1.68839121,4.57775402,1.21,0.58,
0.00,0.00,0.00,0.00,173.00,0.20487367,1.40318167,0.28219789,0.51163268,0.60047150,1.52481043,0.21722147,4.73,0.20370437,0.25917229,0.13394626,0.23514165,-0.32250112,0.82809168,1.51449966,1.63863027,0.02759892,0.68127871,0.51549006,0.63977873,1.72998214,0.18875617,2.23130250,-2.12387943,1.02826595,1.19521713,1.28473294,1.14264882,1.32811165,0.72080201,0.85090017,1.24322987,0.26552399,0.29163262,1.08211982,0.67843884,1.80491447,1.48061275,-0.94666696,0.84499931,0.95573157,0.77397281,1.52715147,0.21716039,-0.11318765,0.12526305,2.18483686,0.79409701,3.24913287,1.83018589,1.95414031,1.60545778,0.89730763,2.06276035,0.15129354,0.85608619,1.11228704,-1.43792045,3.27823710,0.08968996,-0.64597243,-0.60257006,-0.03740266,-0.24480291,0.15585856,0.69309452,2.22672009,-2.84579492,1.61397552,3.37707472,0.18476191,-3.75405669,2.11066484,-0.93862128,-0.27852532,0.21060593,0.64640674,0.25753203,0.31985706,0.06232502,0.20426209,0.65181790,4.97161627,4.91526031,-0.05635599,0.00436887,1.14,0.53,
0.00,0.00,1.00,0.00,165.00,0.03737262,-0.69648385,1.48912084,-0.84941745,-0.00485194,0.00007839,0.99293782,4.73,0.96484316,0.87889028,0.72537646,-1.10270321,0.55192322,0.36272666,0.13497774,-0.32864535,-0.00904734,-0.24704431,-0.21956433,-0.10717212,0.04756328,0.82740956,-2.88732243,-0.57980603,1.79337573,0.45013413,1.38655221,-0.13687871,-1.45334458,-1.50449038,-0.36647251,0.18753906,0.66520796,-1.11271822,0.93122566,-0.36696595,-0.07953719,0.36328804,0.87170219,0.00605170,0.03339564,0.08080523,0.02931227,0.86413402,-1.45934105,1.29167986,-3.81618357,-1.81412959,-2.37360454,0.97664756,0.84036607,0.32314664,0.12480289,0.04039913,0.84074887,-0.27465299,1.59428799,7.75246811,0.20212427,2.56760144,-2.44282198,-0.24401106,1.34613812,2.36250806,15.01706696,0.00011449,-0.59608126,1.24385083,0.72894013,-0.00206495,-2.30934858,0.09320435,0.35486087,1.00997221,0.94174087,2.33625865,0.12675378,0.67282045,0.66398698,-0.00883345,0.00401411,0.94954886,1.27928865,1.15297639,-0.12631226,0.02351962,0.94,0.43,
0.00,0.00,2.00,0.18,160.00,-1.53187180,-1.32080328,-1.29194546,-1.36920381,-1.37845612,12.13506031,0.00051914,3.85,0.00038419,0.03460791,0.00388667,-1.54532647,-1.64121866,-2.51576734,-1.78273559,-2.39006352,-0.75071269,0.14803092,-0.51213431,-1.37374103,12.29523468,0.00047710,-2.97778201,-1.69104421,-2.97378325,-1.55101788,-2.23550224,-0.60775214,2.01632524,0.00893660,-1.25145245,3.82667303,0.05114378,-1.26178432,-1.20087242,-1.59615350,-1.98280466,-1.71661174,-0.69396389,-1.14821696,-0.60313779,-1.27544320,7.77784586,0.00550468,-2.89736724,-1.35183895,-2.48130512,-2.23354673,-2.47761893,1.49552619,-0.41204080,-0.53977263,-0.00720376,0.00017921,0.98932209,0.31148973,-0.46094829,-0.68965954,-1.08428693,-3.24035144,-3.17994165,-2.07359624,0.27492398,0.09608208,0.03645737,0.84861831,-3.42293215,0.14823472,1.79657710,-1.72565305,-1.49280739,-2.58125186,-3.54372215,-1.86798310,-0.08478467,0.02911034,0.86456391,1.03276193,1.03811657,0.00535471,0.00115607,0.97291208,2.19074368,1.61427164,-0.57647210,0.67049575,0.82,0.41,
0.00,0.00,0.00,0.31,139.00,-0.57999194,0.01236714,-0.37987044,0.38727212,-0.14005578,0.08759056,0.76733249,4.60,0.61526801,0.75771472,0.81907696,-0.08704780,-0.78088033,-0.68714422,1.00535834,-0.45119250,-0.19781347,0.82775009,-0.22690967,-0.07473496,0.02492586,0.87458821,0.21191125,0.30246675,-0.36096594,1.87200952,-2.83683777,0.50188017,1.25764251,-0.62513149,0.04037187,0.00229516,0.96181381,0.69583678,-1.04214215,-0.79442632,0.98475164,1.24547315,-0.85896689,1.18815017,1.73373735,0.39405173,0.59026420,0.44270446,-2.31090117,-2.66956520,0.26251489,0.98094726,2.70552826,2.67627168,-0.88096118,-0.07526285,-0.40746126,0.45578510,0.49977858,1.42889035,-0.66045958,0.95257574,1.46847928,-4.60840321,-1.23137212,-0.47358873,0.75245392,-0.72850347,1.47286212,0.22522177,-0.83868366,-1.25054646,2.37841368,-1.89194548,1.32499290,-1.80011141,-3.96289396,1.59982705,-0.88751262,2.23091984,0.13563338,1.33823407,1.36996078,0.03172677,0.02895621,0.86506124,4.94390011,5.35427952,0.41037923,0.35390320,0.76,0.40,
