x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,4.00,0.37,167.00,0.19167516,-2.26190042,0.35311320,-0.39209387,-0.52730143,0.49176639,0.48332518,7.31,0.25600320,-0.38851967,-2.08906746,-1.97741413,0.61073595,-0.14347163,-0.34360638,-2.01457644,-0.76123959,1.30072880,0.25,-1.61497092,-3.70256662,-3.27275419,2.33468270,-2.59226561,-4.10622549,-0.89666724,-4.39425564,-1.80446863,3.50375986,0.06156271,4.24913311,-0.08781637,0.57180750,1.07137036,0.28837770,0.70727795,-2.90058327,-0.83200967,0.73716849,0.58958662,0.44278594,0.35491389,4.37553072,1.32547987,2.88521385,1.14368272,-0.77519095,-3.03393984,-6.77108669,0.57404739,0.36919862,0.54359889,0.20251605,0.21184278,0.00932672,0.00279096,0.95792326,10.59927845,11.17238235,0.57310450,0.17349890,1.50,0.43,
0.00,0.00,8.00,0.40,166.00,-1.27172291,-0.34600261,0.40264890,-1.01365244,-0.55718225,0.46333158,0.49624950,7.96,-2.01695275,-4.60205412,0.45323119,-1.33343995,0.18753003,0.50937659,-0.44209078,-0.39694411,-0.95516795,1.58505714,0.21,-0.20793998,-7.83887672,1.60067999,1.90807569,1.55776846,0.94190419,-0.84791267,0.95554268,0.68248618,0.42581770,0.51421951,1.69080746,-0.26221788,1.86262739,0.59208846,1.46090138,-1.25799108,-1.07283950,-0.15392449,1.41516459,1.82324886,0.17727579,-1.66076803,1.88543081,-0.51709247,-0.16711926,-1.88362503,-5.55046463,-1.40952361,-1.51232791,-0.19934131,0.03702740,0.84745386,0.30456576,0.17029569,-0.13427007,0.40852976,0.52348650,3.28513837,4.09688807,0.81174999,0.25705662,1.45,0.41,
0.00,0.00,8.00,0.45,156.00,3.95098376,2.22846365,-4.71388054,2.31920052,0.94619173,0.21644551,0.64187643,19.78,0.02581532,2.52751589,0.67228937,2.67994356,0.28874251,0.44058558,3.37082839,5.87502337,1.98509300,1.27187729,0.26,-2.06249166,9.93928814,-3.86369729,-4.33760309,-0.37445942,2.23854423,8.29936600,7.03538942,-0.07630552,0.00086201,0.97658417,-6.49720955,-11.11332798,-6.87843227,-9.81913567,0.92994976,-6.89821148,-3.38319278,6.12496471,-6.83024645,6.92172003,0.00866509,8.26939487,-6.38275719,10.63614845,-3.09295392,0.48107550,15.08945274,7.25465298,2.45734763,1.65026295,0.41415456,0.52003675,0.72784948,0.10261660,-0.62523293,2.59000754,0.10920006,1.69404817,2.72788095,1.03383279,0.10539275,0.00,0.00,
0.00,0.00,0.00,0.47,148.00,-0.21255974,0.30734849,-1.68532908,0.86496723,-0.18139328,0.01523409,0.90179750,14.30,-1.95489657,-0.02198688,-0.70612210,2.80959773,2.42785668,-2.96990347,-0.78225982,5.96255255,0.59560484,0.21228784,0.65,-3.22955823,2.65758705,7.09081078,-5.68613529,-2.08222938,0.05425091,-4.87229824,7.93136644,-0.64808792,0.11881127,0.73041009,-15.51872540,-3.33499980,1.19553721,-3.05305767,0.72453499,-9.89762974,5.31666613,9.93507862,-2.34447169,1.59930468,0.20633812,8.42387581,-6.53660774,0.55561662,-7.35940790,-1.57872248,8.65489006,-5.07131910,4.06014252,-1.01706839,0.30329677,0.58196340,1.25951993,0.58414191,-0.67537808,2.51710439,0.11428004,9.50596714,8.34253311,-1.16343403,0.21149340,0.00,0.00,
0.00,0.00,0.00,0.50,148.00,1.53185010,3.41204739,-5.49343920,-0.95506948,-0.37615284,0.03359193,0.85461961,19.97,2.93006587,1.45184720,-1.74754524,9.31999874,7.91006374,-0.54717189,-1.19674432,6.11145210,3.02899575,2.64380240,0.10,11.86643982,-7.33328629,5.76630688,4.17778540,4.88024378,6.36527348,-1.45908463,4.64202452,4.32847929,2.70111799,0.10063674,-10.09581280,-1.63435292,-11.44752598,-0.62621891,-1.16618752,-9.18013573,-11.30957031,2.04537535,-4.44283581,2.87549186,0.09029282,7.46559048,-8.69393730,12.96827221,-5.22764587,0.07208055,4.92931747,-3.58460736,8.16442585,2.77961898,1.15420103,0.28296728,1.33256114,0.72176939,-0.61079174,2.01955462,0.15692384,41.51449585,34.92563248,-6.58886194,2.68230104,0.00,0.00,
0.00,0.00,0.00,0.54,158.00,0.59672326,-1.65322387,-2.76747990,-1.35502005,-1.29475009,1.28657579,0.25698778,11.10,-1.73360443,-0.47164944,-5.85966063,4.90030622,3.46009421,-0.81385678,-2.49370623,0.61202180,-0.30000690,0.09271541,0.76,7.26499557,-3.54810905,-8.28228283,5.85437155,2.51337099,0.63950485,-7.18735409,-9.01818275,-0.30272329,0.04391626,0.83405822,-5.51577568,-1.33603084,-16.77740288,-4.69547939,4.14407253,-0.45571187,6.46068192,-3.64094448,-1.57916272,1.22002947,0.26965816,-5.86524487,1.12675810,-0.32825959,7.65666389,-1.63273478,4.71735287,-5.94897366,4.99181843,2.05114985,2.04761124,0.15280184,0.42982227,0.00263223,-0.42719004,1.18058324,0.27861383,11.38942337,13.07504845,1.68562460,0.76488572,0.00,0.00,
0.00,0.00,16.00,0.75,101.00,1.67975843,5.87949944,4.56075478,-0.72896975,2.84776068,0.81193662,0.36779401,30.74,11.21051979,-0.13797468,-8.24514198,0.05126384,8.47115707,-3.16176486,-3.90558362,-3.42851615,0.10674487,0.00099619,0.97,18.35195732,2.57844186,-2.21137977,-3.54857802,10.70158100,13.78156757,-7.04731846,17.68243790,6.46508503,2.55017066,0.11064299,0.13745914,3.55861473,6.75556564,4.05724812,15.89311218,-0.33014679,3.07941890,0.67967957,5.21300077,1.66106653,0.19779963,18.12407875,-9.05462551,6.55257273,-4.00573158,10.88825417,-7.13831043,-9.50232220,10.49070740,2.62206507,0.43228540,0.51104238,-3.14215803,-3.28900075,-0.14684260,0.14622384,0.70259782,3.69847274,1.40727961,-2.29119325,0.04065680,0.00,0.00,
0.00,0.00,19.00,0.00,25.00,-10.88818359,-4.93545341,-13.20304012,-16.31943321,-11.33652782,4.22702217,0.04007868,53.63,-8.92010307,-15.31723690,-14.90438747,-17.01988220,-4.14719915,-3.84955001,4.75482655,-6.05478907,-8.18229008,3.08970785,0.08,-21.60991859,-2.32743955,15.48173618,2.33449411,-4.95015144,-13.36212635,-35.10519409,19.27235413,11.31977081,2.57154179,0.10916211,15.17527676,-41.90228271,-31.90359116,-22.82740593,-34.11771393,6.64782000,44.58309937,-35.28775406,2.60794806,0.14183851,0.70655129,0.99405944,-3.07317924,8.32967281,-17.26540184,-9.65159988,-9.25321770,-18.33503914,-43.58816910,5.51615334,0.62500787,0.42940637,-5.40990591,-5.50910807,-0.09920207,0.04368435,0.83466589,-17.96699333,-11.37466908,6.59232521,0.67705232,0.00,0.00,
0.00,0.00,12.00,0.51,159.00,14.75006104,9.92824078,1.78970993,4.95090485,7.85472918,2.76495266,0.09670442,45.95,-11.27584267,-8.60715485,5.63955593,32.34101105,-14.29869843,33.59999466,12.44420719,4.12585115,6.74611568,2.65667248,0.10,16.47048378,-36.25330734,-9.42790985,45.10662079,-10.53355026,13.95581913,61.41004181,-4.81102467,5.47161341,0.85090226,0.35655121,-3.36185288,44.35998917,-8.96554661,-35.01783371,7.05214310,28.21004677,-0.31290656,-22.99037552,-4.08729935,0.47096127,0.49272687,-6.33801413,24.72915840,-19.98593140,31.61698341,3.64279747,9.05095482,40.50575256,34.80187607,9.35478401,2.48697996,0.11515284,1.49302089,1.48624766,-0.00677323,0.00109590,0.97362613,5.99780655,8.31435013,2.31654310,2.33422160,1.45,0.48,
0.00,0.00,9.00,0.51,158.00,0.55710524,-0.38226143,-0.19097880,-0.07921547,-0.02383762,0.00139715,0.97019164,6.14,-1.83773947,-1.53270805,1.07793224,4.18989182,-0.07830093,0.87243360,1.13498640,0.71351761,0.56750166,0.88038421,0.35,-0.30432785,-1.19377863,3.80730557,3.09246445,-5.95593500,-2.19177437,2.15099072,-4.08843756,-0.30578500,0.14653824,0.70195860,-2.61426520,0.78744137,1.15558350,2.49791884,-3.62163401,-1.67874515,-1.12124038,3.62167072,-0.02044762,0.00065825,0.97953733,1.31310916,3.61043382,0.58226955,1.01763415,-1.46712673,-2.04968810,-0.64281255,1.98113036,0.72198433,0.81954074,0.36556339,1.39145398,1.41212583,0.02067192,0.01120634,0.91580513,16.52719498,16.37784004,-0.14935622,0.01113893,1.51,0.46,
0.00,0.00,7.00,0.52,151.00,-3.95479465,-0.49992210,-0.87719578,-1.52529025,-1.71430063,4.43066454,0.03558078,7.92,-1.73817348,-4.78053856,-1.28192651,0.19299752,-0.94744766,-2.23210526,-2.43367004,-2.77280188,-1.99920821,8.00803947,0.00,3.04121184,-3.06269860,-2.69064951,3.50735664,4.60168171,-4.42349148,1.68990588,-5.29252815,1.17936313,1.29723632,0.25503002,0.24488869,3.74296260,5.69728327,1.48283315,-3.07518744,-3.90415025,-9.14633846,-2.90201950,0.64384562,0.39653197,0.52904995,1.06928730,-1.94544625,-6.26511908,-4.21227217,-3.68892288,-10.81032848,-2.62240171,-3.26783729,-2.41453052,5.56403446,0.01855183,1.07598054,1.15308130,0.07710071,0.17831361,0.67330397,3.08870602,4.36203671,1.27333045,0.97818720,1.54,0.44,
0.00,0.00,7.00,0.55,163.00,-2.19849062,1.15784216,0.32299256,-0.25371638,-0.24284309,0.09930462,0.75274018,7.50,-0.64716607,-1.88924420,2.70593977,2.52619982,-1.68761516,-0.25543568,1.44461191,1.34343839,0.44259110,0.37834826,0.54,0.90091383,-2.56457520,3.15236211,-0.02129726,3.76398778,1.19130337,6.50050211,-3.06054115,1.45179760,2.18411565,0.13980057,-1.94800401,5.68193245,5.37591028,-3.92575264,-0.75618845,-4.84369802,-0.31943437,1.69612515,0.55357134,0.32365742,0.56956374,-0.59249836,-2.52781153,-7.80423927,-4.00602722,-1.48738909,-1.46511066,0.60325325,0.12063382,-2.06230736,4.49472284,0.03428020,0.69477868,0.79528946,0.10051072,0.30981138,0.57845094,-4.31200981,-5.26701307,-0.95500308,0.52385807,0.00,0.00,
0.00,0.00,13.00,0.69,144.00,-0.39125705,-2.36292839,-0.08349007,-1.16529870,-1.00074351,0.52131790,0.47047120,13.48,0.72038251,-4.24294043,-3.24519706,-5.52215147,-0.53015769,-0.69191110,-2.77228904,-5.14660883,-2.67885923,4.60300064,0.03,1.78789699,-0.69352585,-6.76993513,-0.62420267,3.74369168,-5.06297302,1.39695442,-11.32943535,-1.07727706,0.36968458,0.54333385,6.52582407,-0.05361002,1.43363619,-0.28522062,6.10457850,1.33899987,-12.92611694,-3.40277624,1.06451809,0.36728734,0.54464363,-2.26202941,0.40581927,2.28411460,11.96180916,-3.35636353,-11.97580433,0.11309479,-1.03583336,0.95960206,0.30544570,0.58062942,-0.84764445,-1.38327003,-0.53562552,1.43136108,0.23303324,-6.63863897,-6.89928961,-0.26065072,0.01028788,0.00,0.00,
0.00,0.00,16.00,0.70,149.00,0.71579880,3.40227938,4.79728508,3.21754193,3.03322625,2.56449676,0.10964500,18.42,4.00114059,1.55878258,2.03332710,-4.16753960,-0.20684524,6.74890137,-3.08446622,-8.66967297,-0.22329657,0.01840504,0.89,17.80970955,14.69240379,3.11265802,3.25130272,8.21159935,-10.20772648,4.34141541,-12.97626972,0.42099261,0.03087419,0.86056197,11.17815018,8.10891819,13.92583847,-2.55280662,10.25613403,6.74659538,-12.46546650,1.04525173,1.57116544,0.42876196,0.51276895,-0.91256529,16.57729530,-4.98722792,2.56459522,0.71944010,-13.26481915,5.47346735,-4.37537432,-2.56989384,1.17087460,0.27951938,-0.55085778,-1.28335059,-0.73249280,2.04601908,0.15424724,-20.00906372,-23.78008270,-3.77102017,2.21401739,0.00,0.00,
0.00,0.00,20.00,0.00,157.00,-0.99726444,-21.38080406,-18.09506607,-15.95484161,-14.10699368,6.64919853,0.01008092,53.21,-6.39343023,-12.99545765,-27.12255096,-19.67390060,-0.56777304,-34.17599487,-6.84729767,-17.72842216,-15.68810368,8.00865459,0.00,-22.18831635,-26.50291824,-41.16059113,-3.42304087,-6.99305582,-19.65973854,-40.94977951,-5.84725857,-5.26198721,0.56235796,0.45351309,-22.96627045,-22.29470634,-34.01460266,-16.95242119,-32.86986923,0.58523816,20.19177628,-32.86338425,-2.51244879,0.13025939,0.71825026,-20.08807373,-22.51210976,29.73356438,25.29545403,16.61440849,3.69937706,-19.40822029,-25.54544830,15.08172798,4.80273390,0.02867725,-3.77967262,-4.27874327,-0.49907070,0.68903494,0.40753459,144.03013611,164.73077393,20.70063210,2.52508664,0.00,0.00,
0.00,0.00,1.00,0.20,148.00,0.01778267,0.89866227,0.80971164,0.74409389,0.61756265,1.76490510,0.18435711,4.52,0.69744641,0.97696596,2.28712583,0.76653647,1.19305670,0.22749671,-0.63830090,0.34120223,0.73144120,3.41947508,0.06,2.78280902,-1.20544052,2.01309514,-0.74681687,0.98736149,0.64889163,1.00401819,2.05426669,0.16378972,0.07550330,0.78355111,0.21737875,0.61325455,4.52298164,1.75531268,-0.01988607,-1.13397646,-1.84769297,2.09526491,0.12537095,0.04520790,0.83167167,2.68803859,0.47881502,-2.20448732,-1.03875566,0.31069607,-1.99350762,0.32113868,1.86222625,-0.73359072,1.56639624,0.21106524,-0.25048932,-0.24897951,0.00150982,0.00009740,0.99213584,-3.22113490,-3.88126540,-0.66013062,0.65092951,0.00,0.00,
0.00,0.00,3.00,0.23,155.00,0.80812377,-0.08520472,-0.76624566,0.33154473,0.07205453,0.03166860,0.85879776,3.94,-0.61721998,-1.13921452,-2.11592507,0.36347455,-1.73817503,0.33877546,0.53286600,-0.03313772,-0.55106956,2.47385764,0.12,-1.31850839,-0.67524296,-1.91633618,-0.26252386,0.76069194,0.01016840,2.12100291,0.79475993,-0.38463664,0.54903173,0.45891217,1.14689660,0.02629033,-3.26226425,0.28739575,-2.05805826,-0.25493196,-1.89002442,0.65184110,-1.08692861,4.44859362,0.03521324,-0.23978628,-0.20458382,2.51514626,2.41621614,-0.37640601,-1.27988589,1.57532132,2.50140643,0.54624134,1.14498699,0.28489575,-0.42184034,-0.34589157,0.07594877,0.33234334,0.56496481,-2.17903376,-1.83892632,0.34010741,0.26050538,1.38,0.90,
0.00,0.00,3.00,0.23,149.00,-0.30764970,0.44861880,0.94602579,0.14755012,0.30863625,0.41845703,0.51787608,4.64,1.41341388,0.07437474,1.17107034,0.48982716,0.48992106,-0.21382308,-0.62194657,-0.20018813,0.32533118,0.60814148,0.44,1.55758810,-0.87634706,2.41601372,1.62537360,0.87840718,-0.33622527,0.57657117,-2.16066146,0.31248516,0.26175633,0.60904503,0.62094706,1.30370605,-0.81743723,-0.18567730,2.02269077,2.00505137,1.01763773,1.69842827,0.79674459,1.70609689,0.19183542,1.17357969,-1.33702540,-1.03691709,-0.31708947,-0.20521247,0.11326092,-0.90045106,0.37813365,-0.45712629,0.57047474,0.45027335,-0.29977888,-0.21264036,0.08713853,0.44387254,0.50606737,-3.41719437,-4.36452532,-0.94733065,1.30142212,1.39,0.83,
0.00,0.00,4.00,0.24,151.00,-0.88169003,-0.78593254,-0.68737155,-1.46516109,-0.95503879,3.56358767,0.05938765,4.92,-1.30108678,-1.19940400,-1.55699635,-0.59657288,-1.92534709,-0.57985723,0.25744015,0.32874769,-0.82163459,3.68064427,0.06,2.13647914,-2.94211793,-1.01182568,-0.97081834,-3.67131042,-2.58587265,0.62095797,1.88544285,0.72721732,1.27082467,0.25992071,-1.55660856,-2.41767144,2.08937788,0.13678302,-0.49771857,-1.21413982,-0.73520619,-1.63892770,0.79807138,1.52761459,0.21680212,-1.36317587,-2.29568863,-0.23790088,0.07729669,-0.72058481,1.56518376,-3.36072493,-0.52437711,0.60178208,0.88570291,0.34690389,-0.12142090,-0.06597552,0.05544538,0.13864775,0.71004405,-1.37836039,-0.29331827,1.08504212,1.59753644,1.39,0.83,
0.00,0.00,4.00,0.23,149.00,-0.26573122,-1.00849020,-1.41200066,0.20268866,-0.62088335,1.25697613,0.26252906,5.39,-0.74207133,-2.12798119,-0.21670207,0.35006768,0.19179036,0.00538057,-0.57964814,-0.60716695,-0.46579137,1.02870059,0.31,-0.90619701,-2.66138744,2.24504614,-1.72678506,0.51621163,-1.23309362,-1.31249809,-2.62262869,-1.21633184,2.93864059,0.08683722,-3.20180917,-2.98700953,-3.50799298,1.49398959,-1.70762873,1.26997221,-0.55711544,-1.30099678,-1.58447361,5.05174255,0.02484928,-0.39045674,-0.29492617,1.07828581,0.27878097,-0.94389915,-2.44541144,-0.46296012,1.32711363,-0.40128845,0.32680556,0.56769282,-0.36186704,-0.32509866,0.03676837,0.05062160,0.82222696,-2.91587567,-3.19337702,-0.27750134,0.11944278,1.40,0.77,
0.00,0.00,1.00,0.15,136.00,1.54936516,0.81501395,2.23284507,1.24379563,1.46025491,5.57535887,0.01843128,6.02,2.70858788,2.71550345,0.56926954,1.02279675,0.74658358,0.77566969,0.36469063,0.11665170,1.12746918,4.66504145,0.03,3.42296410,0.31395206,0.34618163,0.36134806,2.06347752,1.75039506,0.51705384,-1.80771887,-0.44467705,0.31349289,0.57568781,4.70996046,2.62477016,3.56868148,3.89414978,-2.40740585,0.44023198,4.24382734,1.15176761,0.96399003,1.50597072,0.22008464,2.02758527,4.85822392,-1.52160513,-0.45469615,2.00511718,3.06910872,-1.24419153,3.29203153,0.28445745,0.13339645,0.71502432,-0.21760678,-0.13267110,0.08493569,0.29132244,0.59000633,-1.92601907,-3.06435966,-1.13834059,1.29690230,0.00,0.00,
0.00,0.00,3.00,0.25,141.00,-0.65063941,-0.35280639,-0.90954930,-1.29208231,-0.80126935,2.01825881,0.15577028,5.49,-0.40331089,-0.33597603,0.31401587,-0.64631021,-0.90174031,-1.19975162,-1.12298739,-1.89469290,-0.77384418,2.48082113,0.12,1.08654761,4.52656031,-0.65394288,-0.75004113,-0.60805404,-3.11606789,-0.61981499,-2.98808384,0.96611208,1.80412304,0.17956271,-0.06902890,-1.43708289,-1.42612648,-0.58677661,-2.34977818,-0.43776074,-0.23583673,-0.30375132,0.39614078,0.30083781,0.58349741,-0.17652640,-0.22739668,-1.33349705,-2.16213536,-4.75270367,1.92257786,1.30182934,1.12066782,0.67252678,0.89584398,0.34415954,-0.76386577,-0.69239837,0.07146741,0.18444693,0.66806577,4.14836931,4.11320591,-0.03516332,0.00128537,1.41,0.72,
0.00,0.00,1.00,0.17,124.00,-0.06163841,-0.48275325,-0.42486638,-1.29507792,-0.56608397,1.07144129,0.30090351,5.32,-1.30112803,0.79110885,-0.59119755,-1.77601051,-1.59292185,0.84327215,-0.92435133,-1.26532888,-0.72706962,2.22724390,0.14,-0.79715085,1.43452489,0.20295992,0.72217244,-3.49277544,1.26108825,-2.47518134,-1.64717102,0.73057884,1.08826196,0.29714442,-0.52258772,-1.98701298,2.36854982,-2.26542926,-1.37457144,0.24573915,0.66115201,-0.77741897,0.89036036,1.62792921,0.20232791,-1.81937385,0.78629607,1.69826746,-0.75843483,-1.67565799,1.92212009,-3.00056267,2.75328088,1.32757437,3.71374750,0.05428923,-0.58450019,-0.45049608,0.13400415,0.70330781,0.40272828,-5.72773695,-6.01823664,-0.29049999,0.07583361,0.00,0.00,
0.00,0.00,6.00,0.27,149.00,0.00481580,-0.68065739,0.44472751,0.61580569,0.09617289,0.02481697,0.87486000,5.93,-2.04727578,0.53135139,0.33427396,1.16000223,-0.35397393,0.64992499,-0.26230147,-1.02109206,-0.12613633,0.05100990,0.82,-3.20537329,1.92017877,-4.01143169,-0.77456856,-1.24601281,2.44492126,1.03996825,-2.09368753,-1.35336685,3.02093005,0.08254770,-0.78120565,4.80253410,2.50517964,-3.83880711,1.61513138,-2.31294274,-0.55817348,0.81903243,-0.21671842,0.07863723,0.77921896,0.05988037,-0.22632851,1.62482011,-1.90389013,-1.66363764,-1.65527833,0.49480486,4.29967642,-0.51320297,0.44388902,0.50542675,-0.73107189,-0.58437836,0.14669350,0.85646826,0.35590286,-11.55338192,-14.20169353,-2.64831138,5.01484585,1.41,0.66,
0.00,0.00,0.00,0.19,134.00,-1.87250543,0.04538000,0.89970434,-0.29963785,-0.30676472,0.27253118,0.60176980,5.72,-2.65160155,-1.67265916,0.09585299,1.48500431,-1.47230697,0.53716755,-1.91732025,-0.19556732,-0.72392881,1.95903766,0.16,-0.17967322,1.22404408,0.76350415,-1.85856903,-2.41111398,6.48194885,-2.78791833,-1.54870033,0.15547448,0.04359354,0.83466021,-3.64551115,4.00427055,1.94656312,1.23526585,1.75674021,-2.22154284,0.80151695,2.56185794,1.20529580,2.61697125,0.10608606,-2.62803555,-1.86965132,-3.18656325,0.12046316,-3.65096498,-5.17013788,0.14282693,1.82188880,-1.52621639,4.25025558,0.03953896,-0.57341290,-0.36966127,0.20375161,1.77379131,0.18450904,-9.76237202,-11.20438862,-1.44201636,2.54151797,0.00,0.00,
0.00,0.00,18.00,0.00,207.00,-0.67024231,1.55735815,0.94794649,2.51543880,1.08762527,1.88292468,0.17035059,7.71,0.73262990,1.90615928,1.15863883,0.33945864,2.53872871,0.54270816,-1.00450099,-2.77440929,0.42992666,0.39485621,0.53,2.71631932,5.62623024,2.35757542,-1.64138114,1.43178022,0.77998179,4.77099371,-3.91393042,-0.96897268,0.91764683,0.33835790,4.97151327,-1.04915154,1.01476121,-0.75874001,5.08329010,1.00007522,-3.07607651,0.03501498,-1.57296705,2.43186283,0.11925272,1.54292703,-0.32654887,-4.73784208,1.67151332,-5.18390322,-4.22834063,0.59837902,6.76655912,-3.08676982,9.66648960,0.00193725,2.63506699,3.15776181,0.52269477,3.17637300,0.07630735,0.10584994,1.04216063,0.93631071,0.59913921,0.96,0.30,
0.00,0.00,20.00,0.00,142.00,-1.38069069,-0.38009736,1.56948006,2.28701806,0.52392751,0.17281547,0.67772264,12.26,1.05918753,5.96313477,1.37941182,-0.35099331,5.26638269,5.63832378,-3.46630287,-0.80382860,1.83566439,2.15854216,0.14,-0.53415447,1.38494456,1.19403505,0.76360893,0.35655376,-0.88571304,4.25239182,-9.97329712,-2.66309762,2.72843862,0.09893399,0.70979494,4.99427319,-4.85686064,3.79586506,11.41398621,5.32102299,-9.92320347,1.04406822,-0.73775190,0.21585047,0.64233545,-2.97003198,4.61852741,-7.68554926,5.99786997,-10.80090904,-6.44323969,7.67459154,-1.81996095,-3.66455817,5.42556810,0.02007052,2.97325349,3.59141254,0.61815900,2.54248714,0.11248218,-16.95885849,-16.33317375,0.62568557,0.06082485,0.00,0.00,
0.00,0.00,6.00,0.26,156.00,-0.58550090,-0.71388668,-0.56652123,-0.44042525,-0.57658350,1.39219916,0.23835184,4.75,-0.83707875,0.27813047,0.72026050,-0.87475222,-0.80555516,1.15198493,1.34424758,0.50568527,0.18536533,0.18076719,0.67,-0.35827002,-1.43455362,-1.50352585,0.52474213,-2.25714970,-0.69601130,1.25641644,-1.61884117,-0.26226911,0.17468283,0.67608556,0.67820829,1.54823971,2.06678247,-2.27648544,-2.60034704,-3.49440837,-1.97531414,1.15094888,-0.11188236,0.03268440,0.85657559,-3.86151075,1.87072432,2.91117311,-0.94120312,-0.38601783,-0.97315347,-0.06040633,-4.31499910,-0.13349949,0.04756922,0.82739912,-0.32954994,-0.10995788,0.21959205,2.14449883,0.14473437,5.90654945,5.33290291,-0.57364613,0.67233092,1.41,0.66,
0.00,0.00,1.00,0.18,148.00,0.76259214,-0.54101461,0.12398763,0.83518249,0.29518694,0.35299614,0.55257415,4.83,0.49234918,0.01786964,-0.94393992,0.28050625,0.93697166,-0.43049544,0.02930700,0.07994296,0.05781391,0.01914726,0.89,0.25954923,-4.29761362,-0.52389592,4.13597441,0.47021100,-2.33390093,-0.54445004,-1.13141596,-1.30275464,4.25092554,0.03952345,2.41359925,-0.92116255,-0.46152651,-1.42214167,1.23638654,1.15197372,0.99709815,-2.15882754,-0.76123250,1.44435048,0.22976143,0.56645304,0.49948028,-1.98421645,3.75296497,2.17400002,2.48956013,0.79804075,-3.08456850,-0.18579745,0.08869820,0.76590931,-0.24097024,0.01865919,0.25962943,3.19006371,0.07568186,-4.51302433,-4.67216492,-0.15914054,0.04447040,1.42,0.62,
0.00,0.00,11.00,0.56,149.00,-0.69951034,-0.31230640,-0.02373548,-1.33237433,-0.59198165,0.73960590,0.39002058,6.70,-2.57008910,-2.34263539,-1.09415269,-0.05272712,-1.29010487,-1.25345445,-0.39318728,-0.26031888,-1.15708375,3.54938459,0.06,-3.11993623,-0.24129964,-1.74219835,-0.99091023,-2.96252728,2.39201307,-1.08018541,4.62995625,0.95930123,1.19191563,0.27524366,-0.33783841,1.00512469,-0.42122617,1.41799748,0.46917441,-2.36662531,2.28475285,-2.72146821,1.22942328,1.95476031,0.16242868,1.21103501,-1.87681818,1.51277971,-4.86602688,1.26649380,0.00461759,-1.36577797,-1.22085619,0.63000494,0.52498150,0.46891789,0.92137086,1.19908023,0.27770939,1.54148078,0.21592805,5.45106268,7.21214151,1.76107883,2.26566744,0.99,0.30,
0.00,0.00,16.00,0.71,113.00,-1.43343687,-2.25911736,-2.15890813,-1.26505744,-1.77912998,4.21514273,0.04035886,8.43,-2.18064547,-2.73096180,-3.12660527,1.79201376,-2.81629157,-0.27156872,-0.06831010,-1.33654070,-1.34236372,3.37700105,0.07,-3.71385169,-4.22868061,-5.45739746,1.82728767,-4.38637972,3.16784906,-3.56579876,-2.27937531,-1.09265029,0.97313893,0.32417097,-6.96391535,-0.76819348,-1.20630300,4.49828100,-3.12808442,-5.84093189,0.25474969,-4.44081450,-0.93029863,0.71584249,0.39774210,-1.80493581,-2.81066775,3.88946247,-0.74761510,-0.43180650,-2.54349041,-4.99778891,-2.03104591,-0.05757299,0.00277112,0.95802959,1.17549098,1.60383248,0.42834157,2.26379371,0.13408980,9.20240021,9.84691143,0.64451182,0.20198520,0.96,0.30,
0.00,0.00,0.00,0.83,25.00,-3.11598277,-2.87475944,-4.09162903,-0.32552600,-2.60197425,6.32268429,0.01209704,10.07,-3.72055244,-3.24690747,0.08343384,0.29292944,-3.17673540,-1.26398373,-1.28200102,-3.23868489,-1.94406271,4.75632381,0.03,-6.42840385,-6.35522175,-1.20401561,-0.31298566,-3.63529325,-2.14894605,-0.52684474,-2.76516390,-2.54267097,3.65735984,0.05614790,-0.93789023,-7.13935614,1.51737666,-1.69269371,-4.88397026,-5.32863140,-7.66833735,-6.89568090,-3.73988724,8.04799175,0.00466051,-1.35528791,-2.44644308,0.60636127,-0.29035270,-9.34997654,-8.86281776,-5.01481152,3.29799819,-2.49422264,3.67874932,0.05543502,1.08508945,1.69159830,0.60650879,2.56687474,0.11078433,7.44688606,8.02013397,0.57324761,0.10344189,0.00,0.00,
